uid,language,model,prompting_technique,category,path,text_sha1,rewrite_provider,rewrite_model,n_rewrites,edit_ratio_min,raidar_score,error_raidar,judge_model,judge_label,judge_p_ai,judge_confidence,judge_brief_reason,error_judge
04556,tamil,mistralai_Mistral_7B_Instruct_v0_2,few-shot,இந_த_ய,articles_today/tamil_mistralai_Mistral_7B_Instruct_v0_2_few-shot_இந_த_ய_04556.txt,0cb46ab6811245c2ad933072662f8504ad86ff80,openai,gpt-4o-mini,1,0.6832718327183271,0.31672816728167286,,claude-sonnet-4-5-20250929,ai,0.98,medium,"Extreme repetition of phrases, incoherent structure, grammatical errors, and meaningless content indicate AI generation failure.",
04588,telugu,gpt_4o,zero-shot,eenadu_national,articles_today/telugu_gpt_4o_zero-shot_eenadu_national_04588.txt,4bba319a7a64b4107561860dfbc4be1f0e549fbd,openai,gpt-4o-mini,1,0.12763596004439512,0.8723640399556049,,claude-sonnet-4-5-20250929,ai,0.92,medium,"Generic bureaucratic language, formulaic structure, lacks specific details typical of authentic Telugu news reporting.",
04593,hindi,gpt_4o,zero-shot,व_ज_ञ_न,articles_today/hindi_gpt_4o_zero-shot_व_ज_ञ_न_04593.txt,54ad51f6cc85beea6fc74ce79d709f874a6e2210,openai,gpt-4o-mini,1,0.17314022383146807,0.8268597761685319,,claude-sonnet-4-5-20250929,ai,0.92,medium,"Generic structure, vague attribution, lacks specific research details, formulaic presentation typical of AI-generated Hindi news content.",
04660,bangla,mistralai_Mistral_7B_Instruct_v0_2,few-shot,entertainment,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_few-shot_entertainment_04660.txt,a0bc3c2162da9917621817afbccdc7e98b922459,openai,gpt-4o-mini,1,0.30464584920030463,0.6953541507996954,,claude-sonnet-4-5-20250929,ai,0.92,medium,Severe coherence breakdown in final paragraph with nonsensical repetitive phrases and irrelevant Shawshank Redemption references indicating AI generation failure.,
04737,tamil,mistralai_Mistral_7B_Instruct_v0_2,few-shot,தம_ழகம,articles_today/tamil_mistralai_Mistral_7B_Instruct_v0_2_few-shot_தம_ழகம_04737.txt,11be1be7934bacae954637729c1d4db6c773ef8d,openai,gpt-4o-mini,1,0.33716915995397007,0.6628308400460299,,claude-sonnet-4-5-20250929,ai,0.92,medium,"Severe repetition, incoherent structure, nonsensical phrases, and disconnected headline suggest AI generation with poor quality control.",
04771,hindi,gpt_4o,few-shot,व_ज_ञ_न,articles_today/hindi_gpt_4o_few-shot_व_ज_ञ_न_04771.txt,f1971b47b7e0b7374000cf15e28c8a5f537a93f4,openai,gpt-4o-mini,1,0.14311377245508983,0.8568862275449102,,claude-sonnet-4-5-20250929,ai,0.92,medium,"Generic structure, repetitive phrasing, lacks journalistic attribution, formulaic transitions, and overly balanced presentation typical of AI content.",
04836,bangla,gpt_4o,chain-of-thought,bangladesh,articles_today/bangla_gpt_4o_chain-of-thought_bangladesh_04836.txt,a51dbcffc026b24dd6a7c71c883cb5f67f71b074,openai,gpt-4o-mini,1,0.12755716004813478,0.8724428399518652,,claude-sonnet-4-5-20250929,ai,0.92,medium,"Formulaic structure, generic names, repetitive phrasing, lacks authentic journalistic details and source attribution typical of real Bangla news.",
04853,bangla,gpt_4o,zero-shot,bangladesh,articles_today/bangla_gpt_4o_zero-shot_bangladesh_04853.txt,3bc51819a4f6e954af4cf9c65c52faa0dd7bddbb,openai,gpt-4o-mini,1,0.1267123287671233,0.8732876712328768,,claude-sonnet-4-5-20250929,ai,0.92,medium,"Generic formulaic structure, vague details, repetitive phrasing, lacks specific names/locations typical of real crime reporting.",
04856,tamil,gpt_4o,chain-of-thought,வ_ள_ய_ட_ட,articles_today/tamil_gpt_4o_chain-of-thought_வ_ள_ய_ட_ட_04856.txt,a37d7a0654db4efa345119a60053fc9d4a1bc07f,openai,gpt-4o-mini,1,0.10222222222222223,0.8977777777777778,,claude-sonnet-4-5-20250929,ai,0.92,medium,"Formulaic structure, repetitive phrasing, generic statements, lacks specific quotes or concrete details typical of authentic interviews.",
04893,tamil,mistralai_Mistral_7B_Instruct_v0_2,zero-shot,க_ற_றம,articles_today/tamil_mistralai_Mistral_7B_Instruct_v0_2_zero-shot_க_ற_றம_04893.txt,660ead842269185f3930880b0f57a5de3e559e44,openai,gpt-4o-mini,1,0.5441696113074205,0.4558303886925795,,claude-sonnet-4-5-20250929,ai,0.95,medium,"Repetitive phrases, incoherent grammar, nonsensical content structure, and unnatural Tamil syntax indicate AI generation.",
04905,telugu,gpt_4o,few-shot,eenadu_national,articles_today/telugu_gpt_4o_few-shot_eenadu_national_04905.txt,266a7338004e71b5e3de3ba5abdc12e70c237857,openai,gpt-4o-mini,1,0.14258734655335223,0.8574126534466477,,claude-sonnet-4-5-20250929,ai,0.92,medium,"Generic content, formulaic structure, lacks specific details, repetitive phrasing typical of AI-generated Telugu news.",
04935,hindi,gpt_4o,few-shot,स_शल,articles_today/hindi_gpt_4o_few-shot_स_शल_04935.txt,2195df3e7848d20a9ab26a2d32c2871cddefae63,openai,gpt-4o-mini,1,0.1484375,0.8515625,,claude-sonnet-4-5-20250929,human,0.15,medium,"Natural news reporting style with political context, authentic Hindi phrasing, and realistic event coverage typical of Indian journalism.",
04957,bangla,mistralai_Mistral_7B_Instruct_v0_2,zero-shot,sports,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_zero-shot_sports_04957.txt,7129201c6feb7091ceddcc69ca8f868b470dd212,openai,gpt-4o-mini,1,0.39940298507462685,0.6005970149253732,,claude-sonnet-4-5-20250929,ai,0.95,medium,"Severe repetition, incoherent structure, nonsensical phrases, and unnatural Bangla indicate AI generation with poor quality control.",
04965,tamil,mistralai_Mistral_7B_Instruct_v0_2,zero-shot,தம_ழகம,articles_today/tamil_mistralai_Mistral_7B_Instruct_v0_2_zero-shot_தம_ழகம_04965.txt,7f6ed47cf9111c6a2d8ed0c4b217d467e952ddff,openai,gpt-4o-mini,1,0.5925233644859813,0.4074766355140187,,claude-sonnet-4-5-20250929,ai,0.95,medium,"Excessive repetition of identical phrases, incoherent sentence structure, and meaningless content patterns indicate AI generation.",
05078,hindi,mistralai_Mistral_7B_Instruct_v0_2,few-shot,भ_रत,articles_today/hindi_mistralai_Mistral_7B_Instruct_v0_2_few-shot_भ_रत_05078.txt,c5afd7bf5fb38b408afbc90dded38d51066199cf,openai,gpt-4o-mini,1,0.4581304771178189,0.541869522882181,,claude-sonnet-4-5-20250929,,,,,APIConnectionError: Connection error.
05132,telugu,gpt_4o,few-shot,eenadu_sports,articles_today/telugu_gpt_4o_few-shot_eenadu_sports_05132.txt,c6e5cd54fa8759f69b3a79a7e6385235334b351c,openai,gpt-4o-mini,1,0.15779467680608364,0.8422053231939164,,claude-sonnet-4-5-20250929,ai,0.92,medium,"Repetitive phrasing, generic content structure, lacks specific details, formulaic news article pattern typical of AI generation.",
05150,telugu,gpt_4o,few-shot,eenadu_national,articles_today/telugu_gpt_4o_few-shot_eenadu_national_05150.txt,b5f9df9063fefd22a8a59b9a7904f942573ad57d,openai,gpt-4o-mini,1,0.23104265402843602,0.768957345971564,,claude-sonnet-4-5-20250929,ai,0.92,medium,"Extremely vague content, repetitive phrasing, no specific facts, generic structure typical of AI-generated Telugu text.",
05190,bangla,mistralai_Mistral_7B_Instruct_v0_2,few-shot,bangladesh,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_few-shot_bangladesh_05190.txt,5790f55d9fab3e9001f30265661e86f5f350d271,openai,gpt-4o-mini,1,0.44122657580919933,0.5587734241908007,,claude-sonnet-4-5-20250929,ai,0.95,medium,"Incoherent syntax, nonsensical phrases, repetitive names, and grammatically broken Bangla indicate machine generation.",
05204,hindi,gpt_4o,few-shot,व_द_श,articles_today/hindi_gpt_4o_few-shot_व_द_श_05204.txt,5a27a6c0dad20ffc429a9b78e2e4b409ca3f5f10,openai,gpt-4o-mini,1,0.16725726435152374,0.8327427356484762,,claude-sonnet-4-5-20250929,ai,0.92,medium,"Highly structured, formal tone, repetitive phrasing, generic analysis lacking specific details or BBC report references typical of AI generation.",
05205,tamil,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,இந_த_ய,articles_today/tamil_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_இந_த_ய_05205.txt,18ce39adab0c6cd0528b402b15e0af04a6840f30,openai,gpt-4o-mini,1,,,APITimeoutError: Request timed out.,claude-sonnet-4-5-20250929,ai,0.95,medium,Severe repetitive text degradation and nonsensical Tamil phrases indicate AI generation failure or corruption.,
05226,tamil,gpt_4o,chain-of-thought,க_ற_றம,articles_today/tamil_gpt_4o_chain-of-thought_க_ற_றம_05226.txt,cc7b90b87356328eb66917abc76d9c6c382670c4,openai,gpt-4o-mini,1,0.058692421991084695,0.9413075780089153,,claude-sonnet-4-5-20250929,ai,0.92,medium,"Formulaic structure, repetitive phrasing, generic political commentary, and overly balanced presentation typical of AI-generated Tamil news.",
05270,bangla,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,bangladesh,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_bangladesh_05270.txt,b24392f667acd03feffcba26c6bee19bd32d3ab6,openai,gpt-4o-mini,1,0.5558643690939411,0.4441356309060589,,claude-sonnet-4-5-20250929,ai,0.98,medium,"Incoherent repetitive Bengali text with nonsensical phrases, grammatical errors, and structural abnormalities typical of AI generation failure.",
05293,telugu,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,eenadu_cinema,articles_today/telugu_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_eenadu_cinema_05293.txt,912acd9387f3a0ffc1c6b106b1e923dd851dfcb6,openai,gpt-4o-mini,1,0.12095400340715502,0.879045996592845,,claude-sonnet-4-5-20250929,ai,0.95,medium,"Incoherent Telugu text with nonsensical phrases, grammatical errors, and repetitive broken structure indicating AI generation failure.",
05321,telugu,gpt_4o,chain-of-thought,eenadu_crime,articles_today/telugu_gpt_4o_chain-of-thought_eenadu_crime_05321.txt,94d7f3828a48a836571493742baddb5a2a34e01a,openai,gpt-4o-mini,1,0.07756410256410257,0.9224358974358975,,claude-sonnet-4-5-20250929,ai,0.92,medium,"Highly structured format, generic phrasing, repetitive transitions, lacks specific details and authentic journalistic voice typical of human Telugu news.",
05331,telugu,mistralai_Mistral_7B_Instruct_v0_2,few-shot,eenadu_crime,articles_today/telugu_mistralai_Mistral_7B_Instruct_v0_2_few-shot_eenadu_crime_05331.txt,283796afd77495535df2506f25b554f9e24a24a5,openai,gpt-4o-mini,1,0.7297777777777777,0.27022222222222225,,claude-sonnet-4-5-20250929,ai,0.95,medium,"Excessive repetition of phrases, incoherent structure, incomplete sentences, and nonsensical Telugu grammar indicate AI generation.",
05388,tamil,gpt_4o,few-shot,தம_ழகம,articles_today/tamil_gpt_4o_few-shot_தம_ழகம_05388.txt,e1138c75f82c03f28ed7b7f3c6226a637bad626f,openai,gpt-4o-mini,1,0.08275862068965517,0.9172413793103449,,claude-sonnet-4-5-20250929,ai,0.92,medium,"Repetitive phrasing, generic statements, lacks specific details typical of human Tamil journalism, formulaic structure throughout.",
05392,hindi,gpt_4o,few-shot,स_शल,articles_today/hindi_gpt_4o_few-shot_स_शल_05392.txt,f3517f5110d4397d41b77f3983e3f4a92d558780,openai,gpt-4o-mini,1,0.14677222898903775,0.8532277710109623,,claude-sonnet-4-5-20250929,ai,0.92,medium,"Formulaic structure, repetitive phrasing, generic arguments, lacks specific examples, overly balanced tone typical of AI generation.",
05403,bangla,gpt_4o,chain-of-thought,economy,articles_today/bangla_gpt_4o_chain-of-thought_economy_05403.txt,62dbacbb0659afcd34db01b877ebdd8c9c90e5ca,openai,gpt-4o-mini,1,0.11355081555834379,0.8864491844416562,,claude-sonnet-4-5-20250929,ai,0.92,medium,"Generic structure, repetitive phrasing, lacks specific data/sources, formulaic conclusion typical of AI-generated Bangla news.",
05435,bangla,gpt_4o,chain-of-thought,bangladesh,articles_today/bangla_gpt_4o_chain-of-thought_bangladesh_05435.txt,1fcd3cdbe39a83fe3587ed9aaabada26da2909d9,openai,gpt-4o-mini,1,0.07643312101910828,0.9235668789808917,,claude-sonnet-4-5-20250929,human,0.15,medium,"Natural political discourse structure, authentic Bangla journalistic style, contextual depth, and organic flow typical of human reporting.",
05496,bangla,mistralai_Mistral_7B_Instruct_v0_2,zero-shot,bangladesh,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_zero-shot_bangladesh_05496.txt,3ecb67728d20fbc1d97e3035cc4e3b8fd0496494,openai,gpt-4o-mini,1,0.44140127388535033,0.5585987261146497,,claude-sonnet-4-5-20250929,ai,0.95,medium,"Excessive repetition, incoherent structure, meaningless phrases, and unnatural Bangla syntax indicate AI generation with poor quality control.",
05545,telugu,mistralai_Mistral_7B_Instruct_v0_2,few-shot,eenadu_national,articles_today/telugu_mistralai_Mistral_7B_Instruct_v0_2_few-shot_eenadu_national_05545.txt,f9944d40d8f7ac299a959f7abb0bfaafb477677c,openai,gpt-4o-mini,1,0.6850574712643678,0.3149425287356322,,claude-sonnet-4-5-20250929,ai,0.95,medium,"Repetitive phrases, incoherent grammar, nonsensical word patterns typical of poor machine translation or AI generation.",
05659,hindi,mistralai_Mistral_7B_Instruct_v0_2,zero-shot,ख_ल,articles_today/hindi_mistralai_Mistral_7B_Instruct_v0_2_zero-shot_ख_ल_05659.txt,eb3259b18fa09be58b1447d75db568c8921b488d,openai,gpt-4o-mini,1,0.4938176197836167,0.5061823802163833,,claude-sonnet-4-5-20250929,ai,0.92,medium,"Repetitive phrasing, incoherent logic, unnatural Hindi syntax, and contradictory statements indicate AI generation with poor language model.",
05715,tamil,mistralai_Mistral_7B_Instruct_v0_2,few-shot,க_ற_றம,articles_today/tamil_mistralai_Mistral_7B_Instruct_v0_2_few-shot_க_ற_றம_05715.txt,68f11097592a1b71d04e3e7c7874921542dab27a,openai,gpt-4o-mini,1,0.747821034282394,0.252178965717606,,claude-sonnet-4-5-20250929,ai,0.95,medium,"Repetitive nonsensical phrases, grammatical errors, incomplete sentences, and incoherent content structure indicate AI generation failure.",
05770,tamil,mistralai_Mistral_7B_Instruct_v0_2,few-shot,தம_ழகம,articles_today/tamil_mistralai_Mistral_7B_Instruct_v0_2_few-shot_தம_ழகம_05770.txt,581944d3540bf0bcd2ff152ed5672a61d563eef0,openai,gpt-4o-mini,1,0.3749235474006116,0.6250764525993884,,claude-sonnet-4-5-20250929,ai,0.98,medium,"Extreme repetition of identical phrases, incoherent content, and nonsensical structure indicate AI generation failure.",
05824,hindi,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,ख_ल,articles_today/hindi_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_ख_ल_05824.txt,dd5c1cbb43f8c174b3840fde7209464af2c31fb5,openai,gpt-4o-mini,1,0.38802296964725186,0.6119770303527481,,claude-sonnet-4-5-20250929,ai,0.95,medium,"Unnatural Hindi structure, repetitive phrases, grammatical errors, and nonsensical formatting suggest AI generation with poor language model.",
05879,bangla,mistralai_Mistral_7B_Instruct_v0_2,zero-shot,bangladesh,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_zero-shot_bangladesh_05879.txt,f71fa37e647c3d34b3e63d91c05900a786ec452d,openai,gpt-4o-mini,1,0.37888198757763975,0.6211180124223603,,claude-sonnet-4-5-20250929,ai,0.92,medium,"Repetitive phrasing, awkward syntax, unnatural word choices, and incoherent narrative structure typical of machine translation or generation.",
05896,bangla,mistralai_Mistral_7B_Instruct_v0_2,few-shot,bangladesh,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_few-shot_bangladesh_05896.txt,d802ad6b5ca15c095372e82cd49d9950418973d2,openai,gpt-4o-mini,1,0.43645320197044335,0.5635467980295567,,claude-sonnet-4-5-20250929,ai,0.98,medium,"Incoherent repetitive text with nonsensical phrases, grammatical errors, and illogical content structure typical of poor AI translation.",
05897,tamil,gpt_4o,chain-of-thought,இந_த_ய,articles_today/tamil_gpt_4o_chain-of-thought_இந_த_ய_05897.txt,cac029e631b31a94f55fb8e7c56f4f5b0ff45784,openai,gpt-4o-mini,1,0.04913456169737577,0.9508654383026243,,claude-sonnet-4-5-20250929,ai,0.92,medium,"Generic structure, vague details, formulaic language, lacks specific verifiable facts typical of real news reporting.",
05916,bangla,gpt_4o,few-shot,bangladesh,articles_today/bangla_gpt_4o_few-shot_bangladesh_05916.txt,87d85b6b3d9155bf9cd7f9f4b10f32d94daeb25a,openai,gpt-4o-mini,1,0.1115506329113924,0.8884493670886076,,claude-sonnet-4-5-20250929,ai,0.92,medium,"Generic bureaucratic language, repetitive phrasing, lacks specific details, balanced tone without journalistic depth or named sources.",
05965,telugu,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,eenadu_sports,articles_today/telugu_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_eenadu_sports_05965.txt,862c0a2978cbd497c3ecfd1796909fcd691bb72e,openai,gpt-4o-mini,1,0.5073126142595978,0.49268738574040216,,claude-sonnet-4-5-20250929,ai,0.95,medium,"Severe Telugu orthographic errors, nonsensical words, unnatural syntax, and repetitive gibberish patterns indicate AI generation failure.",
06137,tamil,gpt_4o,chain-of-thought,ச_ன_ம_ர_ல_ம,articles_today/tamil_gpt_4o_chain-of-thought_ச_ன_ம_ர_ல_ம_06137.txt,82822c66e0ddabf5a5e5602b8ffa44cea6422ba4,openai,gpt-4o-mini,1,0.06799450549450549,0.9320054945054945,,claude-sonnet-4-5-20250929,ai,0.92,medium,"Generic formulaic structure, repetitive security assurances, vague details, lacks authentic journalistic sourcing and specific quotes.",
06265,tamil,gpt_4o,few-shot,மர_மம,articles_today/tamil_gpt_4o_few-shot_மர_மம_06265.txt,f1f7e2d1bc41eed7c5b37722ed3504dfe7ad5dd9,openai,gpt-4o-mini,1,0.10229132569558101,0.897708674304419,,claude-sonnet-4-5-20250929,ai,0.92,medium,"Formulaic structure, repetitive phrasing, supernatural narrative lacks authentic journalistic sourcing or skepticism typical of human reporting.",
06270,telugu,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,eenadu_business,articles_today/telugu_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_eenadu_business_06270.txt,ba803320aa7d389d44e56adecc5022de46c1aaea,openai,gpt-4o-mini,1,0.8572895277207392,0.1427104722792608,,claude-sonnet-4-5-20250929,ai,0.98,medium,Severe repetitive text pattern with 'మీడే మరణ' looping endlessly indicates AI generation malfunction or corruption.,
06275,hindi,mistralai_Mistral_7B_Instruct_v0_2,zero-shot,भ_रत,articles_today/hindi_mistralai_Mistral_7B_Instruct_v0_2_zero-shot_भ_रत_06275.txt,5a19813e6e1715317ba5fd632bc111ae8ce36b53,openai,gpt-4o-mini,1,0.4287179487179487,0.5712820512820513,,claude-sonnet-4-5-20250929,ai,0.95,medium,"Repetitive incoherent sentences, grammatical errors, illogical narrative flow, and meaningless contradictory statements indicate AI generation.",
06444,bangla,mistralai_Mistral_7B_Instruct_v0_2,zero-shot,bangladesh,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_zero-shot_bangladesh_06444.txt,7dbbb3c7002ac697b4d6857ee689cbb050c8f311,openai,gpt-4o-mini,1,0.35927442949093036,0.6407255705090696,,claude-sonnet-4-5-20250929,ai,0.95,medium,"Repetitive phrases, incoherent grammar, nonsensical context, and machine-translation-like errors indicate AI generation.",
06454,tamil,mistralai_Mistral_7B_Instruct_v0_2,zero-shot,க_ற_றம,articles_today/tamil_mistralai_Mistral_7B_Instruct_v0_2_zero-shot_க_ற_றம_06454.txt,95119848b6523b92e2ca850fc973a2ee72a1effb,openai,gpt-4o-mini,1,0.47554507955215086,0.5244549204478491,,claude-sonnet-4-5-20250929,ai,0.95,medium,"Excessive repetition of phrases, incoherent structure, and meaningless word patterns indicate AI generation with poor Tamil language model.",
06466,bangla,gpt_4o,zero-shot,sports,articles_today/bangla_gpt_4o_zero-shot_sports_06466.txt,1460a5a8449a040afaeeac7b6055463237618b6b,openai,gpt-4o-mini,1,0.17068811438784628,0.8293118856121537,,claude-sonnet-4-5-20250929,human,0.15,medium,"Natural news structure, authentic quotes, specific sports details, typical Bangla journalism style with regional correspondent mention.",
06476,hindi,mistralai_Mistral_7B_Instruct_v0_2,few-shot,व_द_श,articles_today/hindi_mistralai_Mistral_7B_Instruct_v0_2_few-shot_व_द_श_06476.txt,1698a6b402c89ac1a778ea5fbefa2af6a4146a8c,openai,gpt-4o-mini,1,0.3317634746206175,0.6682365253793825,,claude-sonnet-4-5-20250929,ai,0.95,medium,"Severe grammatical errors, incoherent narrative, contradictory statements, nonsensical phrases, and confused timeline indicate machine translation or AI generation.",
06501,hindi,gpt_4o,chain-of-thought,व_द_श,articles_today/hindi_gpt_4o_chain-of-thought_व_द_श_06501.txt,c571f3b6af4decf03e76d5b6591698f36acbd57a,openai,gpt-4o-mini,1,0.16858006042296073,0.8314199395770393,,claude-sonnet-4-5-20250929,ai,0.92,medium,"Repetitive structure, vague content, no specific details about the actual problem, generic administrative responses pattern.",
06538,tamil,mistralai_Mistral_7B_Instruct_v0_2,few-shot,வ_ள_ய_ட_ட,articles_today/tamil_mistralai_Mistral_7B_Instruct_v0_2_few-shot_வ_ள_ய_ட_ட_06538.txt,76656954b818752c446004b5e78e8ec6dc4540e5,openai,gpt-4o-mini,1,0.18324607329842932,0.8167539267015707,,claude-sonnet-4-5-20250929,human,0.15,medium,"Natural Tamil writing with colloquial sports terminology, inconsistent formatting, and authentic regional cricket coverage style.",
06691,hindi,gpt_4o,zero-shot,ख_ल,articles_today/hindi_gpt_4o_zero-shot_ख_ल_06691.txt,8286056d7c4f0ba630e93cbf04f772a2bbf1bfec,openai,gpt-4o-mini,1,0.08717948717948718,0.9128205128205128,,claude-sonnet-4-5-20250929,ai,0.92,medium,"Generic structure, repetitive phrasing, lacks specific details like match name, date, or direct quotes typical of real news.",
06693,bangla,gpt_4o,zero-shot,economy,articles_today/bangla_gpt_4o_zero-shot_economy_06693.txt,71ccfb832438ff496d3540bf1bee06e25796efc6,openai,gpt-4o-mini,1,0.08991825613079019,0.9100817438692098,,claude-sonnet-4-5-20250929,ai,0.92,medium,"Generic financial reporting structure, repetitive phrasing, lacks specific data sources, and formulaic expert quote patterns typical of AI.",
06703,telugu,mistralai_Mistral_7B_Instruct_v0_2,zero-shot,eenadu_national,articles_today/telugu_mistralai_Mistral_7B_Instruct_v0_2_zero-shot_eenadu_national_06703.txt,ecce5ad1014645a068892772e2ee7a68140b7d84,openai,gpt-4o-mini,1,0.6756007393715342,0.3243992606284658,,claude-sonnet-4-5-20250929,ai,0.95,medium,"Repetitive nonsensical phrases, grammatical incoherence, and meaningless Telugu word combinations indicate AI generation.",
06713,telugu,gpt_4o,few-shot,eenadu_national,articles_today/telugu_gpt_4o_few-shot_eenadu_national_06713.txt,26c8dfc2afabe4978787c0658fed90119314ae45,openai,gpt-4o-mini,1,0.16301969365426697,0.8369803063457331,,claude-sonnet-4-5-20250929,ai,0.92,medium,"Formal structure, generic statements, repetitive phrasing, lacks specific examples or personal voice typical of human journalism.",
06750,tamil,gpt_4o,few-shot,க_ற_றம,articles_today/tamil_gpt_4o_few-shot_க_ற_றம_06750.txt,913d8fddad829c1c413a935f977110aa735bc173,openai,gpt-4o-mini,1,0.19142259414225943,0.8085774058577406,,claude-sonnet-4-5-20250929,human,0.15,medium,"Natural Tamil news style with regional context, typical crime reporting structure, authentic journalistic flow and local place names.",
06768,bangla,gpt_4o,few-shot,bangladesh,articles_today/bangla_gpt_4o_few-shot_bangladesh_06768.txt,6dbf61f79f72f18406e237326afd65815648a455,openai,gpt-4o-mini,1,0.12891737891737892,0.871082621082621,,claude-sonnet-4-5-20250929,ai,0.92,medium,"Generic structure, repetitive phrasing, lacks specific details like names, dates, or locations typical of real news.",
06814,telugu,mistralai_Mistral_7B_Instruct_v0_2,few-shot,eenadu_sports,articles_today/telugu_mistralai_Mistral_7B_Instruct_v0_2_few-shot_eenadu_sports_06814.txt,edc180467481b00dd98c81a1a279cc5c5c373926,openai,gpt-4o-mini,1,0.519280205655527,0.480719794344473,,claude-sonnet-4-5-20250929,ai,0.95,medium,"Repetitive nonsensical phrases, grammatical errors, and incoherent structure typical of poor AI-generated Telugu text.",
06817,tamil,gpt_4o,zero-shot,ம_வட_ட_மச_ல,articles_today/tamil_gpt_4o_zero-shot_ம_வட_ட_மச_ல_06817.txt,caeeb67cb2a00c6ebb05a27e89dc74921c372092,openai,gpt-4o-mini,1,0.11466666666666667,0.8853333333333333,,claude-sonnet-4-5-20250929,ai,0.92,medium,"Formulaic structure, generic details, passive constructions, and sanitized language typical of AI-generated Tamil news content.",
06851,tamil,mistralai_Mistral_7B_Instruct_v0_2,few-shot,தம_ழகம,articles_today/tamil_mistralai_Mistral_7B_Instruct_v0_2_few-shot_தம_ழகம_06851.txt,2c74731317ce931cad0902c001ccd0053f233291,openai,gpt-4o-mini,1,0.43206256109481916,0.5679374389051808,,claude-sonnet-4-5-20250929,ai,0.95,medium,"Repetitive circular phrases, incoherent structure, meaningless word patterns, lacks logical flow typical of machine-generated Tamil text.",
06879,tamil,gpt_4o,chain-of-thought,இந_த_ய,articles_today/tamil_gpt_4o_chain-of-thought_இந_த_ய_06879.txt,6f556f3df82630cb8ef944637a95029df8973e54,openai,gpt-4o-mini,1,0.09634146341463415,0.9036585365853659,,claude-sonnet-4-5-20250929,ai,0.92,medium,"Highly structured format, repetitive phrasing patterns, generic statements, and formulaic section organization typical of AI-generated Tamil content.",
06972,hindi,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,व_ज_ञ_न,articles_today/hindi_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_व_ज_ञ_न_06972.txt,a3a3943cc7dcd0fdda692ded7be9b9efdeab547d,openai,gpt-4o-mini,1,0.5091103965702036,0.4908896034297964,,claude-sonnet-4-5-20250929,ai,0.95,medium,"Severe grammatical errors, nonsensical phrases, mixed Korean characters, repetitive structure, and incoherent Hindi indicate machine translation or AI generation.",
07011,telugu,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,eenadu_business,articles_today/telugu_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_eenadu_business_07011.txt,6c941b1b58c7860ce2c08a5ea81a9349a521b434,openai,gpt-4o-mini,1,0.5571293673276676,0.4428706326723324,,claude-sonnet-4-5-20250929,ai,0.95,medium,"Incoherent Telugu text with nonsensical words, repetitive patterns, and grammatical errors typical of AI generation failure.",
07029,telugu,gpt_4o,chain-of-thought,eenadu_business,articles_today/telugu_gpt_4o_chain-of-thought_eenadu_business_07029.txt,e705910e8c4858897f3594ea24ffdb409695c579,openai,gpt-4o-mini,1,0.19866814650388456,0.8013318534961155,,claude-sonnet-4-5-20250929,ai,0.92,medium,"Repetitive phrasing, generic content structure, lacks specific details typical of human journalism in Telugu.",
07041,bangla,mistralai_Mistral_7B_Instruct_v0_2,few-shot,economy,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_few-shot_economy_07041.txt,284839ad5e9014eeb4edf865f8ff6b86bc1f2453,openai,gpt-4o-mini,1,0.4543828264758497,0.5456171735241503,,claude-sonnet-4-5-20250929,ai,0.95,medium,"Severe repetition, incoherent structure, nonsensical content, abrupt ending, and garbled Bangla indicate AI generation with poor quality control.",
07081,telugu,mistralai_Mistral_7B_Instruct_v0_2,zero-shot,eenadu_sports,articles_today/telugu_mistralai_Mistral_7B_Instruct_v0_2_zero-shot_eenadu_sports_07081.txt,b42adca51c34d8281773a7dfcb5ea8a6f1b12d24,openai,gpt-4o-mini,1,0.5489849955869374,0.45101500441306264,,claude-sonnet-4-5-20250929,ai,0.95,medium,"Repetitive nonsensical phrases, broken Telugu words, corrupted text patterns indicate machine-generated content with encoding errors.",
