uid,language,model,prompting_technique,category,path,text_sha1,judge_model,judge_label,judge_p_ai,judge_confidence,judge_brief_reason,error
6,hindi,gemini_2_5_flash,chain-of-thought,व_द_श,articles_today/hindi_gemini_2_5_flash_chain-of-thought_व_द_श_6.txt,4d93a324a6afb077ebb0bdc2e64e3321ce149440,claude-sonnet-4-5-20250929,human,0.25,medium,"Natural Hindi flow, authentic medical terminology, realistic social media context, and culturally appropriate health warning structure.",
6,hindi,gemini_2_5_flash,chain-of-thought,ख_ल,articles_today/hindi_gemini_2_5_flash_chain-of-thought_ख_ल_6.txt,1764355bef234a35884b4af69a3660f5fb93c377,claude-sonnet-4-5-20250929,human,0.15,medium,"Natural Hindi flow, authentic cricket terminology, emotional narrative style, contextual cultural references typical of human sports journalism.",
7,hindi,gemini_2_5_flash,chain-of-thought,भ_रत,articles_today/hindi_gemini_2_5_flash_chain-of-thought_भ_रत_7.txt,6ada33acbff4be6310b9c58729b7f463369b0bb6,claude-sonnet-4-5-20250929,ai,0.92,medium,"Formulaic structure, repetitive phrasing, overly formal tone, and generic political commentary suggest AI generation.",
8,hindi,gemini_2_5_flash,chain-of-thought,व_द_श,articles_today/hindi_gemini_2_5_flash_chain-of-thought_व_द_श_8.txt,e972008898e7ffdf0030b2f513266b5fec2cf735,claude-sonnet-4-5-20250929,ai,0.92,medium,"Formulaic structure, repetitive phrasing, overly formal tone, and generic diplomatic language typical of AI-generated Hindi content.",
8,hindi,gemini_2_5_flash,chain-of-thought,ख_ल,articles_today/hindi_gemini_2_5_flash_chain-of-thought_ख_ल_8.txt,550907c1f4ae8e2121f99a79a380e1e0420a4409,claude-sonnet-4-5-20250929,human,0.25,medium,"Natural Hindi flow, cultural context, emotional quotes, and journalistic structure suggest human authorship despite formal tone.",
9,hindi,gemini_2_5_flash,chain-of-thought,व_द_श,articles_today/hindi_gemini_2_5_flash_chain-of-thought_व_द_श_9.txt,a8915ec156455079c66229707c7b7da318484100,claude-sonnet-4-5-20250929,ai,0.92,medium,"Highly structured sections, repetitive formal phrasing, mechanical transitions, and overly balanced presentation suggest AI generation.",
11,hindi,gemini_2_5_pro,chain-of-thought,व_ज_ञ_न,articles_today/hindi_gemini_2_5_pro_chain-of-thought_व_ज_ञ_न_11.txt,2fe7d5db777334dfa4b39fd46d29acb57b8ee3d3,claude-sonnet-4-5-20250929,ai,0.92,medium,"Highly structured formatting, repetitive phrasing patterns, overly formal technical explanations, and systematic bullet-point organization typical of AI-generated Hindi content.",
12,hindi,gemini_2_5_pro,chain-of-thought,भ_रत,articles_today/hindi_gemini_2_5_pro_chain-of-thought_भ_रत_12.txt,261c4d817782e8475da34e05e1fcd9b79fe6a69e,claude-sonnet-4-5-20250929,human,0.25,medium,"Natural Hindi journalistic style with cultural context, idiomatic expressions, and authentic social commentary typical of human reporting.",
2,hindi,gemini_2_5_pro,chain-of-thought,व_द_श,articles_today/hindi_gemini_2_5_pro_chain-of-thought_व_द_श_2.txt,b5299686c4ebd5767213a5dec528c6f69c595730,claude-sonnet-4-5-20250929,human,0.15,medium,"Natural Hindi journalistic style with authentic cultural context, proper diacritics, and realistic reporting structure typical of Indian news coverage.",
3,hindi,gemini_2_5_pro,chain-of-thought,स_शल,articles_today/hindi_gemini_2_5_pro_chain-of-thought_स_शल_3.txt,a7a015636a991b3b3e60b96d083f6d2bb82300cf,claude-sonnet-4-5-20250929,ai,0.92,medium,"Formulaic structure, overly polished transitions, predictable narrative arc, and generic emotional appeals suggest AI generation.",
3,hindi,gemini_2_5_pro,chain-of-thought,व_ज_ञ_न,articles_today/hindi_gemini_2_5_pro_chain-of-thought_व_ज_ञ_न_3.txt,6ed0b1c47902465527cb974979a0ab1da05f5505,claude-sonnet-4-5-20250929,human,0.15,medium,"Natural Hindi flow, contextual depth, journalistic style, authentic cultural framing, and nuanced comparative analysis suggest human authorship.",
7,hindi,gemini_2_5_pro,chain-of-thought,ख_ल,articles_today/hindi_gemini_2_5_pro_chain-of-thought_ख_ल_7.txt,1f6ea85931597248c74496e53b578d83c43e79c6,claude-sonnet-4-5-20250929,ai,0.95,medium,"Highly structured outline-based format, repetitive phrasing patterns, formulaic transitions, and explicit meta-commentary about article construction indicate AI generation.",
7,hindi,gemini_2_5_pro,chain-of-thought,व_ज_ञ_न,articles_today/hindi_gemini_2_5_pro_chain-of-thought_व_ज_ञ_न_7.txt,fc3e7fdb21d444f2dba7b468b035a4f60ad20d9e,claude-sonnet-4-5-20250929,ai,0.92,medium,"Highly structured format, balanced arguments, repetitive phrasing patterns, and formulaic conclusion typical of AI-generated Hindi content.",
7,hindi,gemini_2_5_pro,chain-of-thought,भ_रत,articles_today/hindi_gemini_2_5_pro_chain-of-thought_भ_रत_7.txt,b4b7c153b88d9e78c46f4a31500338ac4a583350,claude-sonnet-4-5-20250929,human,0.25,medium,"Natural Hindi flow, contextual cricket knowledge, minor French word 'facteur' suggests human error, authentic sports journalism style",
8,hindi,gemini_2_5_pro,chain-of-thought,व_ज_ञ_न,articles_today/hindi_gemini_2_5_pro_chain-of-thought_व_ज_ञ_न_8.txt,f2deb00440b62c8eefa823a91b3dd6f13bd82dd4,claude-sonnet-4-5-20250929,ai,0.92,medium,"Highly structured format, balanced presentation, formal legal terminology, and systematic organization typical of AI-generated Hindi news content.",
8,hindi,gemini_2_5_pro,chain-of-thought,भ_रत,articles_today/hindi_gemini_2_5_pro_chain-of-thought_भ_रत_8.txt,9c9c9435053bde83e5285cb8636bc031921f035e,claude-sonnet-4-5-20250929,ai,0.92,medium,"Highly structured format, consistent formal tone, balanced presentation, and formulaic transitions typical of AI-generated Hindi news content.",
1,hindi,gemma_3_12b_it,chain-of-thought,मन_र_जन,articles_today/hindi_gemma_3_12b_it_chain-of-thought_मन_र_जन_1.txt,e298c13dc99f17926e826823af68016e4762bd47,claude-sonnet-4-5-20250929,ai,0.92,medium,"Overly structured format, repetitive phrasing, formulaic sections, and encyclopedic tone typical of AI-generated Hindi content.",
2,hindi,gemma_3_12b_it,chain-of-thought,व_द_श,articles_today/hindi_gemma_3_12b_it_chain-of-thought_व_द_श_2.txt,7cd9d66f2009137e0f309423295c0b62a98b6db1,claude-sonnet-4-5-20250929,ai,0.92,medium,"Formulaic structure, repetitive phrasing, generic expert quotes, and overly balanced diplomatic tone suggest AI generation.",
2,hindi,gemma_3_12b_it,chain-of-thought,स_शल,articles_today/hindi_gemma_3_12b_it_chain-of-thought_स_शल_2.txt,a6fe60373affa5450a47b38fde86d2c5c24e5047,claude-sonnet-4-5-20250929,ai,0.92,medium,"Highly structured format, balanced opposing viewpoints, formulaic transitions, and overly diplomatic neutral tone suggest AI generation.",
4,hindi,gemma_3_12b_it,chain-of-thought,भ_रत,articles_today/hindi_gemma_3_12b_it_chain-of-thought_भ_रत_4.txt,2f0beeb38c526f686d0ff4c44e6fc50d12571ab1,claude-sonnet-4-5-20250929,ai,0.92,medium,"Generic diplomatic language, formulaic structure, lacks specific details, and contradicts known events about Hasina's departure circumstances.",
4,hindi,gemma_3_12b_it,chain-of-thought,स_शल,articles_today/hindi_gemma_3_12b_it_chain-of-thought_स_शल_4.txt,fdf520879bf55f511f156a10fc6a453e121ae7d5,claude-sonnet-4-5-20250929,ai,0.92,medium,"Formulaic structure, repetitive phrasing, overly systematic organization, and generic expert quotes suggest AI generation.",
5,hindi,gemma_3_12b_it,chain-of-thought,मन_र_जन,articles_today/hindi_gemma_3_12b_it_chain-of-thought_मन_र_जन_5.txt,bea8760cc5e842e86240e48b3e6bd64cd2505187,claude-sonnet-4-5-20250929,ai,0.92,medium,"Formulaic structure, repetitive phrasing, overly promotional tone, and artificial narrative flow typical of AI-generated Hindi content.",
5,hindi,gemma_3_12b_it,chain-of-thought,ख_ल,articles_today/hindi_gemma_3_12b_it_chain-of-thought_ख_ल_5.txt,f2de5276b6fd3a58cc8fbf1fe9812659234b39d4,claude-sonnet-4-5-20250929,human,0.15,medium,"Natural Hindi flow, contextual cricket terminology, authentic journalistic structure with expert quotes and nuanced analysis.",
6,hindi,gemma_3_12b_it,chain-of-thought,ख_ल,articles_today/hindi_gemma_3_12b_it_chain-of-thought_ख_ल_6.txt,656e2fa2cf604ac09aac49e04f9ea621dba43e9b,claude-sonnet-4-5-20250929,ai,0.92,medium,"Formulaic structure, repetitive phrasing, generic expert quote, and overly balanced presentation typical of AI-generated sports content.",
6,hindi,gemma_3_12b_it,chain-of-thought,व_ज_ञ_न,articles_today/hindi_gemma_3_12b_it_chain-of-thought_व_ज_ञ_न_6.txt,6a7d3c8ed8e6d8471456e5ed5c10a1a70ca35d05,claude-sonnet-4-5-20250929,ai,0.92,medium,"Generic descriptions, repetitive structure, lacks specific quotes, formulaic news format, and missing authentic journalistic details.",
9,hindi,gemma_3_12b_it,chain-of-thought,ख_ल,articles_today/hindi_gemma_3_12b_it_chain-of-thought_ख_ल_9.txt,4cb6bec820b6b1b1fa67af88d93857dd7206f5f6,claude-sonnet-4-5-20250929,ai,0.92,medium,"Generic template structure with placeholder brackets, repetitive phrasing, lacks specific match details and authentic journalistic style.",
01680,hindi,gpt_4o,chain-of-thought,व_ज_ञ_न,articles_today/hindi_gpt_4o_chain-of-thought_व_ज_ञ_न_01680.txt,09b9c2abdb64aa736733a068aa0c4545a8f0fbd3,claude-sonnet-4-5-20250929,ai,0.92,medium,"Highly structured format, repetitive phrasing, generic expert quotes, formulaic section organization, lacks specific personal details or authentic narrative voice.",
02048,hindi,gpt_4o,chain-of-thought,व_द_श,articles_today/hindi_gpt_4o_chain-of-thought_व_द_श_02048.txt,44fc34837bafcc9f40f6cc55849b5df2a4123e9d,claude-sonnet-4-5-20250929,ai,0.92,medium,"Generic content, vague details, repetitive structure, no specific dates/names, formulaic expert quotes, placeholder-like 'Avadhi 5,39' phrase.",
02650,hindi,gpt_4o,chain-of-thought,मन_र_जन,articles_today/hindi_gpt_4o_chain-of-thought_मन_र_जन_02650.txt,28aeadcdfde553e6ff34647cb373d7b8f19c8c9d,claude-sonnet-4-5-20250929,ai,0.92,medium,"Highly formulaic structure, repetitive phrasing, generic statements, and overly balanced presentation typical of AI-generated Hindi content.",
02975,hindi,gpt_4o,chain-of-thought,व_ज_ञ_न,articles_today/hindi_gpt_4o_chain-of-thought_व_ज_ञ_न_02975.txt,39b3809d5298e77480eae21afc86c6af15992251,claude-sonnet-4-5-20250929,ai,0.92,medium,"Formulaic structure, repetitive phrasing, generic quotes, and overly formal Hindi suggest AI generation with template-based writing.",
03683,hindi,gpt_4o,chain-of-thought,भ_रत,articles_today/hindi_gpt_4o_chain-of-thought_भ_रत_03683.txt,4dff20d8b802ac2b56a40cebef4fab48ea19533c,claude-sonnet-4-5-20250929,ai,0.92,medium,"Highly structured format, repetitive phrasing, generic analysis, lacks specific data/quotes, formulaic transitions typical of AI.",
03896,hindi,gpt_4o,chain-of-thought,व_द_श,articles_today/hindi_gpt_4o_chain-of-thought_व_द_श_03896.txt,f832da4fcf943449e57e990d765637922e7aee7d,claude-sonnet-4-5-20250929,ai,0.92,medium,"Highly formulaic structure, repetitive phrasing, generic statements, and lack of specific details suggest AI generation.",
06501,hindi,gpt_4o,chain-of-thought,व_द_श,articles_today/hindi_gpt_4o_chain-of-thought_व_द_श_06501.txt,c571f3b6af4decf03e76d5b6591698f36acbd57a,claude-sonnet-4-5-20250929,ai,0.92,medium,"Repetitive structure, vague content, no specific details about the actual problem, generic administrative responses pattern.",
10,hindi,gpt_4o,chain-of-thought,भ_रत,articles_today/hindi_gpt_4o_chain-of-thought_भ_रत_10.txt,45edcf557ca3fdbc1a84969c97e57af51a029d98,claude-sonnet-4-5-20250929,ai,0.92,medium,"Highly structured format, repetitive phrasing, generic editorial commentary, and formulaic section organization typical of AI-generated Hindi news content.",
11,hindi,gpt_4o,chain-of-thought,ख_ल,articles_today/hindi_gpt_4o_chain-of-thought_ख_ल_11.txt,5c91e1f29288141cf0696fb19ced6935ce0283c4,claude-sonnet-4-5-20250929,ai,0.92,medium,"Repetitive formal structure, generic statements, lacks specific quotes/details, overly balanced tone typical of AI-generated Hindi content.",
4,hindi,gpt_4o,chain-of-thought,व_ज_ञ_न,articles_today/hindi_gpt_4o_chain-of-thought_व_ज_ञ_न_4.txt,b7250dcb9f386ed066e647239b5af625ace951c0,claude-sonnet-4-5-20250929,ai,0.92,medium,"Highly structured format with perfect sections, formal medical terminology, and systematic organization typical of AI-generated educational content.",
00597,hindi,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,व_ज_ञ_न,articles_today/hindi_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_व_ज_ञ_न_00597.txt,02ea13b8beb298ec0dd8f856f76704e287cd00c3,claude-sonnet-4-5-20250929,ai,0.95,medium,"Repetitive phrasing, unnatural Hindi syntax, mixed scripts (Arabic 'و'), incoherent structure, and nonsensical technical terminology indicate AI generation.",
02077,hindi,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,भ_रत,articles_today/hindi_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_भ_रत_02077.txt,6e0f0b9df88c2c962333f1fb2ab02fe955aaa066,claude-sonnet-4-5-20250929,ai,0.95,medium,"Repetitive structure, unnatural Hindi grammar, transliteration errors, and outline format indicate machine translation from English.",
02622,hindi,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,ख_ल,articles_today/hindi_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_ख_ल_02622.txt,38ae768ab6f9e25d6b4b01ac9eabc9fed959e887,claude-sonnet-4-5-20250929,ai,0.95,medium,"Multiple grammatical errors, unnatural Hindi phrasing, repetitive structure, and factual inconsistencies indicate machine translation or AI generation.",
02702,hindi,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,व_ज_ञ_न,articles_today/hindi_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_व_ज_ञ_न_02702.txt,3802b7c50e619f649eb59e351c87dd43fc77a23c,claude-sonnet-4-5-20250929,ai,0.98,medium,"Structured outline format, garbled Hindi text with encoding errors, unnatural phrasing, and template-like organization indicate AI generation.",
02865,hindi,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,व_ज_ञ_न,articles_today/hindi_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_व_ज_ञ_न_02865.txt,fd7aef619c42767d861dc9645957340e86235b78,claude-sonnet-4-5-20250929,ai,0.95,medium,"Incoherent structure, nonsensical terms like 'Ahamilton', repetitive phrasing, illogical content mixing Ayurveda with art and Parkinson's disease.",
03014,hindi,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,स_शल,articles_today/hindi_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_स_शल_03014.txt,6eb2e6dd31afb363d9e52779e945c85bb51c98c0,claude-sonnet-4-5-20250929,ai,0.95,medium,"Repetitive structure, unnatural Hindi phrasing, inconsistent transliteration (समarthan), lacks coherent news narrative flow.",
03285,hindi,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,व_द_श,articles_today/hindi_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_व_द_श_03285.txt,6e795e4e1ca64d74244afaeb7218792340933335,claude-sonnet-4-5-20250929,ai,0.92,medium,"Repetitive phrasing, awkward Hindi grammar, unnatural sentence structure, and generic placeholder content indicate AI generation.",
03476,hindi,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,ख_ल,articles_today/hindi_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_ख_ल_03476.txt,b2bbcf91545bfd65c85b34b15c186de1825ee4f0,claude-sonnet-4-5-20250929,ai,0.95,medium,"Severe grammatical errors, unnatural Hindi syntax, nonsensical phrases like 'घर्मियों', 'हाल्क्वेट छवियों', template-like structure with bullet points.",
05824,hindi,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,ख_ल,articles_today/hindi_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_ख_ल_05824.txt,dd5c1cbb43f8c174b3840fde7209464af2c31fb5,claude-sonnet-4-5-20250929,ai,0.95,medium,"Unnatural Hindi structure, repetitive phrases, grammatical errors, and nonsensical formatting suggest AI generation with poor language model.",
06972,hindi,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,व_ज_ञ_न,articles_today/hindi_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_व_ज_ञ_न_06972.txt,a3a3943cc7dcd0fdda692ded7be9b9efdeab547d,claude-sonnet-4-5-20250929,ai,0.95,medium,"Severe grammatical errors, nonsensical phrases, mixed Korean characters, repetitive structure, and incoherent Hindi indicate machine translation or AI generation.",
1,hindi,gemini_2_5_flash,few-shot,मन_र_जन,articles_today/hindi_gemini_2_5_flash_few-shot_मन_र_जन_1.txt,7b4048012b268b325830a82cfd3ec018192edc52,claude-sonnet-4-5-20250929,human,0.25,medium,"Natural Hindi flow, cultural context, minor grammatical inconsistencies typical of human writing, authentic storytelling style",
10,hindi,gemini_2_5_flash,few-shot,ख_ल,articles_today/hindi_gemini_2_5_flash_few-shot_ख_ल_10.txt,45d18749f85aede3bdf1025789fe4955cae6862f,claude-sonnet-4-5-20250929,human,0.15,medium,"Natural Hindi flow, authentic cultural references, nuanced storytelling style typical of human sports journalism in Hindi media.",
11,hindi,gemini_2_5_flash,few-shot,व_द_श,articles_today/hindi_gemini_2_5_flash_few-shot_व_द_श_11.txt,5aaad2ad5e00709ff43076dc960ced8c441f0d1d,claude-sonnet-4-5-20250929,human,0.25,medium,Natural promotional video description style with typical Hindi news format and authentic conversational flow.,
12,hindi,gemini_2_5_flash,few-shot,व_ज_ञ_न,articles_today/hindi_gemini_2_5_flash_few-shot_व_ज_ञ_न_12.txt,f9c0be0834386fa97ae5e03aa01e58589edded91,claude-sonnet-4-5-20250929,human,0.15,medium,"Natural conversational Hindi style, BBC branding, authentic journalistic tone with casual reader engagement typical of human news writing.",
2,hindi,gemini_2_5_flash,few-shot,व_ज_ञ_न,articles_today/hindi_gemini_2_5_flash_few-shot_व_ज_ञ_न_2.txt,b73aac1645e3fb8df7b4dc53233e973a454f7133,claude-sonnet-4-5-20250929,human,0.25,medium,"Natural Hindi flow, cultural references like Vicky Donor, nuanced ethical discussion, authentic journalistic style with proper context.",
4,hindi,gemini_2_5_flash,few-shot,व_द_श,articles_today/hindi_gemini_2_5_flash_few-shot_व_द_श_4.txt,d9e77e4cddd38cf1ca92d76e880490e1dcdfd2c5,claude-sonnet-4-5-20250929,human,0.15,medium,"Contains BBC Hindi promotional links, social media references, and natural journalistic style with proper Hindi formatting.",
5,hindi,gemini_2_5_flash,few-shot,व_द_श,articles_today/hindi_gemini_2_5_flash_few-shot_व_द_श_5.txt,aa66a5a6b7c11148b5f3af94df70f08f59b826aa,claude-sonnet-4-5-20250929,human,0.25,medium,"Natural Hindi flow, contextual depth, geopolitical nuance, and authentic journalistic structure suggest human authorship.",
7,hindi,gemini_2_5_flash,few-shot,व_द_श,articles_today/hindi_gemini_2_5_flash_few-shot_व_द_श_7.txt,91b5bad1e3affd05e4e57bfd800f1f3f3ac14d55,claude-sonnet-4-5-20250929,ai,0.92,medium,"Formulaic structure, emotionally balanced quotes, smooth narrative flow, and generic expert warnings suggest AI generation.",
9,hindi,gemini_2_5_flash,few-shot,भ_रत,articles_today/hindi_gemini_2_5_flash_few-shot_भ_रत_9.txt,a1bd7ee1175ddffb836c9f4513091b01baf69aea,claude-sonnet-4-5-20250929,ai,0.92,medium,"Highly structured format, repetitive phrasing patterns, formulaic section headers, and overly balanced presentation suggest AI generation.",
9,hindi,gemini_2_5_flash,few-shot,ख_ल,articles_today/hindi_gemini_2_5_flash_few-shot_ख_ल_9.txt,4d12b4c0476e294b0560a82f5a1fa5e281bc53ec,claude-sonnet-4-5-20250929,ai,0.92,medium,"Overly idealistic narrative structure, formulaic progression, perfect character arcs, and generic inspirational tone typical of AI-generated content.",
1,hindi,gemini_2_5_pro,few-shot,व_द_श,articles_today/hindi_gemini_2_5_pro_few-shot_व_द_श_1.txt,49342a591d69e6867f7229339252361a2f384c19,claude-sonnet-4-5-20250929,human,0.15,medium,"Natural Hindi news style with authentic regional context, proper Devanagari usage, and journalistic structure typical of human reporting.",
1,hindi,gemini_2_5_pro,few-shot,व_ज_ञ_न,articles_today/hindi_gemini_2_5_pro_few-shot_व_ज_ञ_न_1.txt,2d7174a40f57d991b1a59bf6a42b6d06a89ec1ce,claude-sonnet-4-5-20250929,ai,0.92,medium,"Highly structured format, repetitive phrasing patterns, formal transitions, and corporate-style explanatory tone typical of AI-generated Hindi news.",
11,hindi,gemini_2_5_pro,few-shot,ख_ल,articles_today/hindi_gemini_2_5_pro_few-shot_ख_ल_11.txt,5e7806b0df189b0b57277cb3d65fa0f94525b667,claude-sonnet-4-5-20250929,human,0.15,medium,"Natural Hindi writing style with cultural context, emotional expressions, and authentic cricket journalism tone throughout.",
13,hindi,gemini_2_5_pro,few-shot,व_द_श,articles_today/hindi_gemini_2_5_pro_few-shot_व_द_श_13.txt,24b825de65a50c7663946f787deb755dfc1906d9,claude-sonnet-4-5-20250929,human,0.15,medium,"Natural Hindi flow, contextual depth, nuanced security analysis, authentic journalistic structure with balanced perspectives.",
2,hindi,gemini_2_5_pro,few-shot,भ_रत,articles_today/hindi_gemini_2_5_pro_few-shot_भ_रत_2.txt,8c914e54ee393b23d338e46ee8d885745fe02426,claude-sonnet-4-5-20250929,human,0.15,medium,"Natural political discourse structure, authentic Hindi journalistic style, contextual depth, and nuanced fact-checking approach typical of human reporting.",
2,hindi,gemini_2_5_pro,few-shot,ख_ल,articles_today/hindi_gemini_2_5_pro_few-shot_ख_ल_2.txt,4b0e19551595faa9f878f545752617882365e02e,claude-sonnet-4-5-20250929,human,0.15,medium,"Natural Hindi sports reporting style with authentic match details, emotional narrative flow, and typical human sports journalism structure.",
5,hindi,gemini_2_5_pro,few-shot,मन_र_जन,articles_today/hindi_gemini_2_5_pro_few-shot_मन_र_जन_5.txt,d025a36d093d784969d8ec121281b649ed87acdf,claude-sonnet-4-5-20250929,human,0.15,medium,"Natural narrative flow, cultural depth, authentic Hindi idioms, and nuanced historical storytelling suggest human authorship.",
6,hindi,gemini_2_5_pro,few-shot,मन_र_जन,articles_today/hindi_gemini_2_5_pro_few-shot_मन_र_जन_6.txt,7a47ab80c5a399a495291627187be1748d0a7e19,claude-sonnet-4-5-20250929,human,0.15,medium,"Natural Hindi flow, authentic Bollywood context, genuine interview tone with personal details and emotional depth typical of human journalism.",
8,hindi,gemini_2_5_pro,few-shot,व_ज_ञ_न,articles_today/hindi_gemini_2_5_pro_few-shot_व_ज_ञ_न_8.txt,fdc1354737500709514a84afec3d4d8cc813ecfb,claude-sonnet-4-5-20250929,human,0.15,medium,"Natural Hindi narrative flow, culturally appropriate reporting style, authentic emotional tone, typical news structure for regional incident.",
9,hindi,gemini_2_5_pro,few-shot,ख_ल,articles_today/hindi_gemini_2_5_pro_few-shot_ख_ल_9.txt,0687973fe4d85ef71d28cc6b3f10f72a50a34c61,claude-sonnet-4-5-20250929,human,0.15,medium,"Natural Hindi sports journalism style with colloquial expressions, cultural idioms, and authentic emotional narrative flow typical of human writers.",
1,hindi,gemma_3_12b_it,few-shot,मन_र_जन,articles_today/hindi_gemma_3_12b_it_few-shot_मन_र_जन_1.txt,34ad69e1bc9f8c8cf31655cd5967b51655b944cb,claude-sonnet-4-5-20250929,ai,0.92,medium,"Formulaic structure, repetitive phrasing, generic descriptions, and overly systematic organization typical of AI-generated Hindi content.",
2,hindi,gemma_3_12b_it,few-shot,व_ज_ञ_न,articles_today/hindi_gemma_3_12b_it_few-shot_व_ज_ञ_न_2.txt,2ddec03dafbbd769d8bb25ded7af8ecc27439212,claude-sonnet-4-5-20250929,ai,0.92,medium,"Generic narrative structure, repetitive phrasing, lacks specific details like hospital name, dates, or verifiable sources typical of real journalism.",
3,hindi,gemma_3_12b_it,few-shot,स_शल,articles_today/hindi_gemma_3_12b_it_few-shot_स_शल_3.txt,519963e8595f418822c9d0734cc3a701482a7a07,claude-sonnet-4-5-20250929,human,0.15,medium,"BBC Hindi article with authentic journalistic structure, fact-checking content, proper source attribution, and platform-specific promotional footer.",
3,hindi,gemma_3_12b_it,few-shot,ख_ल,articles_today/hindi_gemma_3_12b_it_few-shot_ख_ल_3.txt,b8ddaf63d474226b7724678f1569e13ffecc8f0d,claude-sonnet-4-5-20250929,ai,0.92,medium,"Generic structure, vague details, no specific sources, repetitive phrasing, typical AI news template pattern.",
3,hindi,gemma_3_12b_it,few-shot,व_ज_ञ_न,articles_today/hindi_gemma_3_12b_it_few-shot_व_ज_ञ_न_3.txt,190fe2971ebd64c7e9a11dbd34aaca2e935d88de,claude-sonnet-4-5-20250929,ai,0.92,medium,"Repetitive phrasing, generic statements, lacks specific details like mission names or dates typical of news articles.",
4,hindi,gemma_3_12b_it,few-shot,व_द_श,articles_today/hindi_gemma_3_12b_it_few-shot_व_द_श_4.txt,fcd46137cec3bb5745d618d5dcc5f4bce2b9a135,claude-sonnet-4-5-20250929,human,0.25,medium,"Natural Hindi phrasing, contextual depth, journalistic structure, and authentic regional knowledge suggest human authorship.",
4,hindi,gemma_3_12b_it,few-shot,व_ज_ञ_न,articles_today/hindi_gemma_3_12b_it_few-shot_व_ज_ञ_न_4.txt,73e6a6210f0a89bfd9eea6fe1f4e49a02fbf91fd,claude-sonnet-4-5-20250929,ai,0.92,medium,"Highly structured format, generic explanations, formulaic transitions, and uniform tone suggest AI generation.",
5,hindi,gemma_3_12b_it,few-shot,मन_र_जन,articles_today/hindi_gemma_3_12b_it_few-shot_मन_र_जन_5.txt,466687cfa36ab44840508e8bed45c776c60b0ca2,claude-sonnet-4-5-20250929,human,0.25,medium,"Natural Hindi flow, entertainment news style, speculative tone typical of TV gossip journalism, lacks AI's formal structure.",
6,hindi,gemma_3_12b_it,few-shot,मन_र_जन,articles_today/hindi_gemma_3_12b_it_few-shot_मन_र_जन_6.txt,c4d8c4e588aca62049f41040d6431d27349f5fc0,claude-sonnet-4-5-20250929,ai,0.92,medium,"Generic diplomatic narrative, repetitive structure, lacks specific details, formulaic Hindi news style typical of AI generation.",
8,hindi,gemma_3_12b_it,few-shot,ख_ल,articles_today/hindi_gemma_3_12b_it_few-shot_ख_ल_8.txt,218b315d9da050aa56379c977d6379ec4164fd30,claude-sonnet-4-5-20250929,ai,0.88,medium,"Generic cricket reporting style, placeholder date field, repetitive phrasing, lacks specific quotes or authentic journalistic details.",
00143,hindi,gpt_4o,few-shot,स_शल,articles_today/hindi_gpt_4o_few-shot_स_शल_00143.txt,5ac86c23855282d76b1dd8d08e512efdc7147073,claude-sonnet-4-5-20250929,human,0.15,medium,"BBC Hindi attribution, natural news structure, authentic controversy coverage, human editorial style evident throughout.",
01745,hindi,gpt_4o,few-shot,व_ज_ञ_न,articles_today/hindi_gpt_4o_few-shot_व_ज_ञ_न_01745.txt,66d0ad92c272449d72873ffbd6315df3c7ed7af6,claude-sonnet-4-5-20250929,ai,0.92,medium,"Generic structure, vague plant name, repetitive environmental messaging, lacks specific details or credible sources typical of human journalism.",
03142,hindi,gpt_4o,few-shot,व_ज_ञ_न,articles_today/hindi_gpt_4o_few-shot_व_ज_ञ_न_03142.txt,e4a6198b7aee7313feb7d755abef0dcac81852be,claude-sonnet-4-5-20250929,ai,0.88,medium,"Generic structure, repetitive phrasing, lacks specific data/quotes, formulaic transitions typical of AI-generated Hindi news content.",
04387,hindi,gpt_4o,few-shot,भ_रत,articles_today/hindi_gpt_4o_few-shot_भ_रत_04387.txt,f1476f991f368a0c04752f693e6b55c15baca6c2,claude-sonnet-4-5-20250929,ai,0.92,medium,"Repetitive diplomatic phrases, generic structure, lacks specific details like names/dates, formulaic transitions typical of AI-generated Hindi news.",
