language,model,prompting_technique,category,uid,filename,path,source
bangla,gpt_4o,zero-shot,entertainment,03282,bangla_gpt_4o_zero-shot_entertainment_03282.txt,articles_today/bangla_gpt_4o_zero-shot_entertainment_03282.txt,ai
bangla,gpt_4o,zero-shot,bangladesh,03447,bangla_gpt_4o_zero-shot_bangladesh_03447.txt,articles_today/bangla_gpt_4o_zero-shot_bangladesh_03447.txt,ai
bangla,gpt_4o,zero-shot,bangladesh,04344,bangla_gpt_4o_zero-shot_bangladesh_04344.txt,articles_today/bangla_gpt_4o_zero-shot_bangladesh_04344.txt,ai
bangla,gpt_4o,zero-shot,bangladesh,04853,bangla_gpt_4o_zero-shot_bangladesh_04853.txt,articles_today/bangla_gpt_4o_zero-shot_bangladesh_04853.txt,ai
bangla,gpt_4o,zero-shot,sports,06466,bangla_gpt_4o_zero-shot_sports_06466.txt,articles_today/bangla_gpt_4o_zero-shot_sports_06466.txt,ai
bangla,gpt_4o,zero-shot,economy,06693,bangla_gpt_4o_zero-shot_economy_06693.txt,articles_today/bangla_gpt_4o_zero-shot_economy_06693.txt,ai
bangla,mistralai_Mistral_7B_Instruct_v0_2,zero-shot,sports,00174,bangla_mistralai_Mistral_7B_Instruct_v0_2_zero-shot_sports_00174.txt,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_zero-shot_sports_00174.txt,ai
bangla,mistralai_Mistral_7B_Instruct_v0_2,zero-shot,bangladesh,00228,bangla_mistralai_Mistral_7B_Instruct_v0_2_zero-shot_bangladesh_00228.txt,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_zero-shot_bangladesh_00228.txt,ai
bangla,mistralai_Mistral_7B_Instruct_v0_2,zero-shot,bangladesh,02255,bangla_mistralai_Mistral_7B_Instruct_v0_2_zero-shot_bangladesh_02255.txt,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_zero-shot_bangladesh_02255.txt,ai
bangla,mistralai_Mistral_7B_Instruct_v0_2,zero-shot,entertainment,03053,bangla_mistralai_Mistral_7B_Instruct_v0_2_zero-shot_entertainment_03053.txt,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_zero-shot_entertainment_03053.txt,ai
bangla,mistralai_Mistral_7B_Instruct_v0_2,zero-shot,sports,04957,bangla_mistralai_Mistral_7B_Instruct_v0_2_zero-shot_sports_04957.txt,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_zero-shot_sports_04957.txt,ai
bangla,mistralai_Mistral_7B_Instruct_v0_2,zero-shot,bangladesh,05496,bangla_mistralai_Mistral_7B_Instruct_v0_2_zero-shot_bangladesh_05496.txt,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_zero-shot_bangladesh_05496.txt,ai
bangla,mistralai_Mistral_7B_Instruct_v0_2,zero-shot,bangladesh,05879,bangla_mistralai_Mistral_7B_Instruct_v0_2_zero-shot_bangladesh_05879.txt,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_zero-shot_bangladesh_05879.txt,ai
bangla,mistralai_Mistral_7B_Instruct_v0_2,zero-shot,bangladesh,06444,bangla_mistralai_Mistral_7B_Instruct_v0_2_zero-shot_bangladesh_06444.txt,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_zero-shot_bangladesh_06444.txt,ai
bangla,mistralai_Mistral_7B_Instruct_v0_2,zero-shot,international,1,bangla_mistralai_Mistral_7B_Instruct_v0_2_zero-shot_international_1.txt,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_zero-shot_international_1.txt,ai
bangla,mistralai_Mistral_7B_Instruct_v0_2,zero-shot,sports,6,bangla_mistralai_Mistral_7B_Instruct_v0_2_zero-shot_sports_6.txt,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_zero-shot_sports_6.txt,ai
hindi,gemini_2_5_flash,chain-of-thought,मन_र_जन,1,hindi_gemini_2_5_flash_chain-of-thought_मन_र_जन_1.txt,articles_today/hindi_gemini_2_5_flash_chain-of-thought_मन_र_जन_1.txt,ai
hindi,gemini_2_5_flash,chain-of-thought,व_ज_ञ_न,10,hindi_gemini_2_5_flash_chain-of-thought_व_ज_ञ_न_10.txt,articles_today/hindi_gemini_2_5_flash_chain-of-thought_व_ज_ञ_न_10.txt,ai
hindi,gemini_2_5_flash,chain-of-thought,व_द_श,2,hindi_gemini_2_5_flash_chain-of-thought_व_द_श_2.txt,articles_today/hindi_gemini_2_5_flash_chain-of-thought_व_द_श_2.txt,ai
hindi,gemini_2_5_flash,chain-of-thought,व_ज_ञ_न,4,hindi_gemini_2_5_flash_chain-of-thought_व_ज_ञ_न_4.txt,articles_today/hindi_gemini_2_5_flash_chain-of-thought_व_ज_ञ_न_4.txt,ai
hindi,gemini_2_5_flash,chain-of-thought,व_द_श,6,hindi_gemini_2_5_flash_chain-of-thought_व_द_श_6.txt,articles_today/hindi_gemini_2_5_flash_chain-of-thought_व_द_श_6.txt,ai
hindi,gemini_2_5_flash,chain-of-thought,ख_ल,6,hindi_gemini_2_5_flash_chain-of-thought_ख_ल_6.txt,articles_today/hindi_gemini_2_5_flash_chain-of-thought_ख_ल_6.txt,ai
hindi,gemini_2_5_flash,chain-of-thought,भ_रत,7,hindi_gemini_2_5_flash_chain-of-thought_भ_रत_7.txt,articles_today/hindi_gemini_2_5_flash_chain-of-thought_भ_रत_7.txt,ai
hindi,gemini_2_5_flash,chain-of-thought,व_द_श,8,hindi_gemini_2_5_flash_chain-of-thought_व_द_श_8.txt,articles_today/hindi_gemini_2_5_flash_chain-of-thought_व_द_श_8.txt,ai
hindi,gemini_2_5_flash,chain-of-thought,ख_ल,8,hindi_gemini_2_5_flash_chain-of-thought_ख_ल_8.txt,articles_today/hindi_gemini_2_5_flash_chain-of-thought_ख_ल_8.txt,ai
hindi,gemini_2_5_flash,chain-of-thought,व_द_श,9,hindi_gemini_2_5_flash_chain-of-thought_व_द_श_9.txt,articles_today/hindi_gemini_2_5_flash_chain-of-thought_व_द_श_9.txt,ai
hindi,gemini_2_5_pro,chain-of-thought,व_ज_ञ_न,11,hindi_gemini_2_5_pro_chain-of-thought_व_ज_ञ_न_11.txt,articles_today/hindi_gemini_2_5_pro_chain-of-thought_व_ज_ञ_न_11.txt,ai
hindi,gemini_2_5_pro,chain-of-thought,भ_रत,12,hindi_gemini_2_5_pro_chain-of-thought_भ_रत_12.txt,articles_today/hindi_gemini_2_5_pro_chain-of-thought_भ_रत_12.txt,ai
hindi,gemini_2_5_pro,chain-of-thought,व_द_श,2,hindi_gemini_2_5_pro_chain-of-thought_व_द_श_2.txt,articles_today/hindi_gemini_2_5_pro_chain-of-thought_व_द_श_2.txt,ai
hindi,gemini_2_5_pro,chain-of-thought,स_शल,3,hindi_gemini_2_5_pro_chain-of-thought_स_शल_3.txt,articles_today/hindi_gemini_2_5_pro_chain-of-thought_स_शल_3.txt,ai
hindi,gemini_2_5_pro,chain-of-thought,व_ज_ञ_न,3,hindi_gemini_2_5_pro_chain-of-thought_व_ज_ञ_न_3.txt,articles_today/hindi_gemini_2_5_pro_chain-of-thought_व_ज_ञ_न_3.txt,ai
hindi,gemini_2_5_pro,chain-of-thought,ख_ल,7,hindi_gemini_2_5_pro_chain-of-thought_ख_ल_7.txt,articles_today/hindi_gemini_2_5_pro_chain-of-thought_ख_ल_7.txt,ai
hindi,gemini_2_5_pro,chain-of-thought,व_ज_ञ_न,7,hindi_gemini_2_5_pro_chain-of-thought_व_ज_ञ_न_7.txt,articles_today/hindi_gemini_2_5_pro_chain-of-thought_व_ज_ञ_न_7.txt,ai
hindi,gemini_2_5_pro,chain-of-thought,भ_रत,7,hindi_gemini_2_5_pro_chain-of-thought_भ_रत_7.txt,articles_today/hindi_gemini_2_5_pro_chain-of-thought_भ_रत_7.txt,ai
hindi,gemini_2_5_pro,chain-of-thought,व_ज_ञ_न,8,hindi_gemini_2_5_pro_chain-of-thought_व_ज_ञ_न_8.txt,articles_today/hindi_gemini_2_5_pro_chain-of-thought_व_ज_ञ_न_8.txt,ai
hindi,gemini_2_5_pro,chain-of-thought,भ_रत,8,hindi_gemini_2_5_pro_chain-of-thought_भ_रत_8.txt,articles_today/hindi_gemini_2_5_pro_chain-of-thought_भ_रत_8.txt,ai
hindi,gemma_3_12b_it,chain-of-thought,मन_र_जन,1,hindi_gemma_3_12b_it_chain-of-thought_मन_र_जन_1.txt,articles_today/hindi_gemma_3_12b_it_chain-of-thought_मन_र_जन_1.txt,ai
hindi,gemma_3_12b_it,chain-of-thought,व_द_श,2,hindi_gemma_3_12b_it_chain-of-thought_व_द_श_2.txt,articles_today/hindi_gemma_3_12b_it_chain-of-thought_व_द_श_2.txt,ai
hindi,gemma_3_12b_it,chain-of-thought,स_शल,2,hindi_gemma_3_12b_it_chain-of-thought_स_शल_2.txt,articles_today/hindi_gemma_3_12b_it_chain-of-thought_स_शल_2.txt,ai
hindi,gemma_3_12b_it,chain-of-thought,भ_रत,4,hindi_gemma_3_12b_it_chain-of-thought_भ_रत_4.txt,articles_today/hindi_gemma_3_12b_it_chain-of-thought_भ_रत_4.txt,ai
hindi,gemma_3_12b_it,chain-of-thought,स_शल,4,hindi_gemma_3_12b_it_chain-of-thought_स_शल_4.txt,articles_today/hindi_gemma_3_12b_it_chain-of-thought_स_शल_4.txt,ai
hindi,gemma_3_12b_it,chain-of-thought,मन_र_जन,5,hindi_gemma_3_12b_it_chain-of-thought_मन_र_जन_5.txt,articles_today/hindi_gemma_3_12b_it_chain-of-thought_मन_र_जन_5.txt,ai
hindi,gemma_3_12b_it,chain-of-thought,ख_ल,5,hindi_gemma_3_12b_it_chain-of-thought_ख_ल_5.txt,articles_today/hindi_gemma_3_12b_it_chain-of-thought_ख_ल_5.txt,ai
hindi,gemma_3_12b_it,chain-of-thought,ख_ल,6,hindi_gemma_3_12b_it_chain-of-thought_ख_ल_6.txt,articles_today/hindi_gemma_3_12b_it_chain-of-thought_ख_ल_6.txt,ai
hindi,gemma_3_12b_it,chain-of-thought,व_ज_ञ_न,6,hindi_gemma_3_12b_it_chain-of-thought_व_ज_ञ_न_6.txt,articles_today/hindi_gemma_3_12b_it_chain-of-thought_व_ज_ञ_न_6.txt,ai
hindi,gemma_3_12b_it,chain-of-thought,ख_ल,9,hindi_gemma_3_12b_it_chain-of-thought_ख_ल_9.txt,articles_today/hindi_gemma_3_12b_it_chain-of-thought_ख_ल_9.txt,ai
hindi,gpt_4o,chain-of-thought,व_ज_ञ_न,01680,hindi_gpt_4o_chain-of-thought_व_ज_ञ_न_01680.txt,articles_today/hindi_gpt_4o_chain-of-thought_व_ज_ञ_न_01680.txt,ai
hindi,gpt_4o,chain-of-thought,व_द_श,02048,hindi_gpt_4o_chain-of-thought_व_द_श_02048.txt,articles_today/hindi_gpt_4o_chain-of-thought_व_द_श_02048.txt,ai
hindi,gpt_4o,chain-of-thought,मन_र_जन,02650,hindi_gpt_4o_chain-of-thought_मन_र_जन_02650.txt,articles_today/hindi_gpt_4o_chain-of-thought_मन_र_जन_02650.txt,ai
hindi,gpt_4o,chain-of-thought,व_ज_ञ_न,02975,hindi_gpt_4o_chain-of-thought_व_ज_ञ_न_02975.txt,articles_today/hindi_gpt_4o_chain-of-thought_व_ज_ञ_न_02975.txt,ai
hindi,gpt_4o,chain-of-thought,भ_रत,03683,hindi_gpt_4o_chain-of-thought_भ_रत_03683.txt,articles_today/hindi_gpt_4o_chain-of-thought_भ_रत_03683.txt,ai
hindi,gpt_4o,chain-of-thought,व_द_श,03896,hindi_gpt_4o_chain-of-thought_व_द_श_03896.txt,articles_today/hindi_gpt_4o_chain-of-thought_व_द_श_03896.txt,ai
hindi,gpt_4o,chain-of-thought,व_द_श,06501,hindi_gpt_4o_chain-of-thought_व_द_श_06501.txt,articles_today/hindi_gpt_4o_chain-of-thought_व_द_श_06501.txt,ai
hindi,gpt_4o,chain-of-thought,भ_रत,10,hindi_gpt_4o_chain-of-thought_भ_रत_10.txt,articles_today/hindi_gpt_4o_chain-of-thought_भ_रत_10.txt,ai
hindi,gpt_4o,chain-of-thought,ख_ल,11,hindi_gpt_4o_chain-of-thought_ख_ल_11.txt,articles_today/hindi_gpt_4o_chain-of-thought_ख_ल_11.txt,ai
hindi,gpt_4o,chain-of-thought,व_ज_ञ_न,4,hindi_gpt_4o_chain-of-thought_व_ज_ञ_न_4.txt,articles_today/hindi_gpt_4o_chain-of-thought_व_ज_ञ_न_4.txt,ai
hindi,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,व_ज_ञ_न,00597,hindi_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_व_ज_ञ_न_00597.txt,articles_today/hindi_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_व_ज_ञ_न_00597.txt,ai
hindi,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,भ_रत,02077,hindi_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_भ_रत_02077.txt,articles_today/hindi_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_भ_रत_02077.txt,ai
hindi,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,ख_ल,02622,hindi_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_ख_ल_02622.txt,articles_today/hindi_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_ख_ल_02622.txt,ai
hindi,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,व_ज_ञ_न,02702,hindi_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_व_ज_ञ_न_02702.txt,articles_today/hindi_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_व_ज_ञ_न_02702.txt,ai
hindi,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,व_ज_ञ_न,02865,hindi_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_व_ज_ञ_न_02865.txt,articles_today/hindi_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_व_ज_ञ_न_02865.txt,ai
hindi,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,स_शल,03014,hindi_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_स_शल_03014.txt,articles_today/hindi_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_स_शल_03014.txt,ai
hindi,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,व_द_श,03285,hindi_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_व_द_श_03285.txt,articles_today/hindi_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_व_द_श_03285.txt,ai
hindi,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,ख_ल,03476,hindi_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_ख_ल_03476.txt,articles_today/hindi_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_ख_ल_03476.txt,ai
hindi,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,ख_ल,05824,hindi_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_ख_ल_05824.txt,articles_today/hindi_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_ख_ल_05824.txt,ai
hindi,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,व_ज_ञ_न,06972,hindi_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_व_ज_ञ_न_06972.txt,articles_today/hindi_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_व_ज_ञ_न_06972.txt,ai
hindi,gemini_2_5_flash,few-shot,मन_र_जन,1,hindi_gemini_2_5_flash_few-shot_मन_र_जन_1.txt,articles_today/hindi_gemini_2_5_flash_few-shot_मन_र_जन_1.txt,ai
hindi,gemini_2_5_flash,few-shot,ख_ल,10,hindi_gemini_2_5_flash_few-shot_ख_ल_10.txt,articles_today/hindi_gemini_2_5_flash_few-shot_ख_ल_10.txt,ai
hindi,gemini_2_5_flash,few-shot,व_द_श,11,hindi_gemini_2_5_flash_few-shot_व_द_श_11.txt,articles_today/hindi_gemini_2_5_flash_few-shot_व_द_श_11.txt,ai
hindi,gemini_2_5_flash,few-shot,व_ज_ञ_न,12,hindi_gemini_2_5_flash_few-shot_व_ज_ञ_न_12.txt,articles_today/hindi_gemini_2_5_flash_few-shot_व_ज_ञ_न_12.txt,ai
hindi,gemini_2_5_flash,few-shot,व_ज_ञ_न,2,hindi_gemini_2_5_flash_few-shot_व_ज_ञ_न_2.txt,articles_today/hindi_gemini_2_5_flash_few-shot_व_ज_ञ_न_2.txt,ai
hindi,gemini_2_5_flash,few-shot,व_द_श,4,hindi_gemini_2_5_flash_few-shot_व_द_श_4.txt,articles_today/hindi_gemini_2_5_flash_few-shot_व_द_श_4.txt,ai
hindi,gemini_2_5_flash,few-shot,व_द_श,5,hindi_gemini_2_5_flash_few-shot_व_द_श_5.txt,articles_today/hindi_gemini_2_5_flash_few-shot_व_द_श_5.txt,ai
hindi,gemini_2_5_flash,few-shot,व_द_श,7,hindi_gemini_2_5_flash_few-shot_व_द_श_7.txt,articles_today/hindi_gemini_2_5_flash_few-shot_व_द_श_7.txt,ai
hindi,gemini_2_5_flash,few-shot,भ_रत,9,hindi_gemini_2_5_flash_few-shot_भ_रत_9.txt,articles_today/hindi_gemini_2_5_flash_few-shot_भ_रत_9.txt,ai
hindi,gemini_2_5_flash,few-shot,ख_ल,9,hindi_gemini_2_5_flash_few-shot_ख_ल_9.txt,articles_today/hindi_gemini_2_5_flash_few-shot_ख_ल_9.txt,ai
hindi,gemini_2_5_pro,few-shot,व_द_श,1,hindi_gemini_2_5_pro_few-shot_व_द_श_1.txt,articles_today/hindi_gemini_2_5_pro_few-shot_व_द_श_1.txt,ai
hindi,gemini_2_5_pro,few-shot,व_ज_ञ_न,1,hindi_gemini_2_5_pro_few-shot_व_ज_ञ_न_1.txt,articles_today/hindi_gemini_2_5_pro_few-shot_व_ज_ञ_न_1.txt,ai
hindi,gemini_2_5_pro,few-shot,ख_ल,11,hindi_gemini_2_5_pro_few-shot_ख_ल_11.txt,articles_today/hindi_gemini_2_5_pro_few-shot_ख_ल_11.txt,ai
hindi,gemini_2_5_pro,few-shot,व_द_श,13,hindi_gemini_2_5_pro_few-shot_व_द_श_13.txt,articles_today/hindi_gemini_2_5_pro_few-shot_व_द_श_13.txt,ai
hindi,gemini_2_5_pro,few-shot,भ_रत,2,hindi_gemini_2_5_pro_few-shot_भ_रत_2.txt,articles_today/hindi_gemini_2_5_pro_few-shot_भ_रत_2.txt,ai
hindi,gemini_2_5_pro,few-shot,ख_ल,2,hindi_gemini_2_5_pro_few-shot_ख_ल_2.txt,articles_today/hindi_gemini_2_5_pro_few-shot_ख_ल_2.txt,ai
hindi,gemini_2_5_pro,few-shot,मन_र_जन,5,hindi_gemini_2_5_pro_few-shot_मन_र_जन_5.txt,articles_today/hindi_gemini_2_5_pro_few-shot_मन_र_जन_5.txt,ai
hindi,gemini_2_5_pro,few-shot,मन_र_जन,6,hindi_gemini_2_5_pro_few-shot_मन_र_जन_6.txt,articles_today/hindi_gemini_2_5_pro_few-shot_मन_र_जन_6.txt,ai
hindi,gemini_2_5_pro,few-shot,व_ज_ञ_न,8,hindi_gemini_2_5_pro_few-shot_व_ज_ञ_न_8.txt,articles_today/hindi_gemini_2_5_pro_few-shot_व_ज_ञ_न_8.txt,ai
hindi,gemini_2_5_pro,few-shot,ख_ल,9,hindi_gemini_2_5_pro_few-shot_ख_ल_9.txt,articles_today/hindi_gemini_2_5_pro_few-shot_ख_ल_9.txt,ai
hindi,gemma_3_12b_it,few-shot,मन_र_जन,1,hindi_gemma_3_12b_it_few-shot_मन_र_जन_1.txt,articles_today/hindi_gemma_3_12b_it_few-shot_मन_र_जन_1.txt,ai
hindi,gemma_3_12b_it,few-shot,व_ज_ञ_न,2,hindi_gemma_3_12b_it_few-shot_व_ज_ञ_न_2.txt,articles_today/hindi_gemma_3_12b_it_few-shot_व_ज_ञ_न_2.txt,ai
hindi,gemma_3_12b_it,few-shot,स_शल,3,hindi_gemma_3_12b_it_few-shot_स_शल_3.txt,articles_today/hindi_gemma_3_12b_it_few-shot_स_शल_3.txt,ai
hindi,gemma_3_12b_it,few-shot,ख_ल,3,hindi_gemma_3_12b_it_few-shot_ख_ल_3.txt,articles_today/hindi_gemma_3_12b_it_few-shot_ख_ल_3.txt,ai
hindi,gemma_3_12b_it,few-shot,व_ज_ञ_न,3,hindi_gemma_3_12b_it_few-shot_व_ज_ञ_न_3.txt,articles_today/hindi_gemma_3_12b_it_few-shot_व_ज_ञ_न_3.txt,ai
hindi,gemma_3_12b_it,few-shot,व_द_श,4,hindi_gemma_3_12b_it_few-shot_व_द_श_4.txt,articles_today/hindi_gemma_3_12b_it_few-shot_व_द_श_4.txt,ai
hindi,gemma_3_12b_it,few-shot,व_ज_ञ_न,4,hindi_gemma_3_12b_it_few-shot_व_ज_ञ_न_4.txt,articles_today/hindi_gemma_3_12b_it_few-shot_व_ज_ञ_न_4.txt,ai
hindi,gemma_3_12b_it,few-shot,मन_र_जन,5,hindi_gemma_3_12b_it_few-shot_मन_र_जन_5.txt,articles_today/hindi_gemma_3_12b_it_few-shot_मन_र_जन_5.txt,ai
hindi,gemma_3_12b_it,few-shot,मन_र_जन,6,hindi_gemma_3_12b_it_few-shot_मन_र_जन_6.txt,articles_today/hindi_gemma_3_12b_it_few-shot_मन_र_जन_6.txt,ai
hindi,gemma_3_12b_it,few-shot,ख_ल,8,hindi_gemma_3_12b_it_few-shot_ख_ल_8.txt,articles_today/hindi_gemma_3_12b_it_few-shot_ख_ल_8.txt,ai
hindi,gpt_4o,few-shot,स_शल,00143,hindi_gpt_4o_few-shot_स_शल_00143.txt,articles_today/hindi_gpt_4o_few-shot_स_शल_00143.txt,ai
hindi,gpt_4o,few-shot,व_ज_ञ_न,01745,hindi_gpt_4o_few-shot_व_ज_ञ_न_01745.txt,articles_today/hindi_gpt_4o_few-shot_व_ज_ञ_न_01745.txt,ai
hindi,gpt_4o,few-shot,व_ज_ञ_न,03142,hindi_gpt_4o_few-shot_व_ज_ञ_न_03142.txt,articles_today/hindi_gpt_4o_few-shot_व_ज_ञ_न_03142.txt,ai
hindi,gpt_4o,few-shot,भ_रत,04387,hindi_gpt_4o_few-shot_भ_रत_04387.txt,articles_today/hindi_gpt_4o_few-shot_भ_रत_04387.txt,ai
hindi,gpt_4o,few-shot,व_ज_ञ_न,04771,hindi_gpt_4o_few-shot_व_ज_ञ_न_04771.txt,articles_today/hindi_gpt_4o_few-shot_व_ज_ञ_न_04771.txt,ai
hindi,gpt_4o,few-shot,स_शल,04935,hindi_gpt_4o_few-shot_स_शल_04935.txt,articles_today/hindi_gpt_4o_few-shot_स_शल_04935.txt,ai
hindi,gpt_4o,few-shot,व_द_श,05204,hindi_gpt_4o_few-shot_व_द_श_05204.txt,articles_today/hindi_gpt_4o_few-shot_व_द_श_05204.txt,ai
hindi,gpt_4o,few-shot,स_शल,05392,hindi_gpt_4o_few-shot_स_शल_05392.txt,articles_today/hindi_gpt_4o_few-shot_स_शल_05392.txt,ai
hindi,gpt_4o,few-shot,ख_ल,1,hindi_gpt_4o_few-shot_ख_ल_1.txt,articles_today/hindi_gpt_4o_few-shot_ख_ल_1.txt,ai
hindi,gpt_4o,few-shot,ख_ल,8,hindi_gpt_4o_few-shot_ख_ल_8.txt,articles_today/hindi_gpt_4o_few-shot_ख_ल_8.txt,ai
hindi,mistralai_Mistral_7B_Instruct_v0_2,few-shot,ख_ल,00303,hindi_mistralai_Mistral_7B_Instruct_v0_2_few-shot_ख_ल_00303.txt,articles_today/hindi_mistralai_Mistral_7B_Instruct_v0_2_few-shot_ख_ल_00303.txt,ai
hindi,mistralai_Mistral_7B_Instruct_v0_2,few-shot,व_द_श,00306,hindi_mistralai_Mistral_7B_Instruct_v0_2_few-shot_व_द_श_00306.txt,articles_today/hindi_mistralai_Mistral_7B_Instruct_v0_2_few-shot_व_द_श_00306.txt,ai
hindi,mistralai_Mistral_7B_Instruct_v0_2,few-shot,मन_र_जन,00467,hindi_mistralai_Mistral_7B_Instruct_v0_2_few-shot_मन_र_जन_00467.txt,articles_today/hindi_mistralai_Mistral_7B_Instruct_v0_2_few-shot_मन_र_जन_00467.txt,ai
hindi,mistralai_Mistral_7B_Instruct_v0_2,few-shot,भ_रत,01123,hindi_mistralai_Mistral_7B_Instruct_v0_2_few-shot_भ_रत_01123.txt,articles_today/hindi_mistralai_Mistral_7B_Instruct_v0_2_few-shot_भ_रत_01123.txt,ai
hindi,mistralai_Mistral_7B_Instruct_v0_2,few-shot,ख_ल,01144,hindi_mistralai_Mistral_7B_Instruct_v0_2_few-shot_ख_ल_01144.txt,articles_today/hindi_mistralai_Mistral_7B_Instruct_v0_2_few-shot_ख_ल_01144.txt,ai
hindi,mistralai_Mistral_7B_Instruct_v0_2,few-shot,व_द_श,03751,hindi_mistralai_Mistral_7B_Instruct_v0_2_few-shot_व_द_श_03751.txt,articles_today/hindi_mistralai_Mistral_7B_Instruct_v0_2_few-shot_व_द_श_03751.txt,ai
hindi,mistralai_Mistral_7B_Instruct_v0_2,few-shot,भ_रत,05078,hindi_mistralai_Mistral_7B_Instruct_v0_2_few-shot_भ_रत_05078.txt,articles_today/hindi_mistralai_Mistral_7B_Instruct_v0_2_few-shot_भ_रत_05078.txt,ai
hindi,mistralai_Mistral_7B_Instruct_v0_2,few-shot,व_द_श,06476,hindi_mistralai_Mistral_7B_Instruct_v0_2_few-shot_व_द_श_06476.txt,articles_today/hindi_mistralai_Mistral_7B_Instruct_v0_2_few-shot_व_द_श_06476.txt,ai
hindi,mistralai_Mistral_7B_Instruct_v0_2,few-shot,भ_रत,07191,hindi_mistralai_Mistral_7B_Instruct_v0_2_few-shot_भ_रत_07191.txt,articles_today/hindi_mistralai_Mistral_7B_Instruct_v0_2_few-shot_भ_रत_07191.txt,ai
hindi,mistralai_Mistral_7B_Instruct_v0_2,few-shot,ख_ल,7,hindi_mistralai_Mistral_7B_Instruct_v0_2_few-shot_ख_ल_7.txt,articles_today/hindi_mistralai_Mistral_7B_Instruct_v0_2_few-shot_ख_ल_7.txt,ai
hindi,gemini_2_5_flash,zero-shot,व_द_श,1,hindi_gemini_2_5_flash_zero-shot_व_द_श_1.txt,articles_today/hindi_gemini_2_5_flash_zero-shot_व_द_श_1.txt,ai
hindi,gemini_2_5_flash,zero-shot,व_द_श,10,hindi_gemini_2_5_flash_zero-shot_व_द_श_10.txt,articles_today/hindi_gemini_2_5_flash_zero-shot_व_द_श_10.txt,ai
hindi,gemini_2_5_flash,zero-shot,ख_ल,11,hindi_gemini_2_5_flash_zero-shot_ख_ल_11.txt,articles_today/hindi_gemini_2_5_flash_zero-shot_ख_ल_11.txt,ai
hindi,gemini_2_5_flash,zero-shot,व_द_श,13,hindi_gemini_2_5_flash_zero-shot_व_द_श_13.txt,articles_today/hindi_gemini_2_5_flash_zero-shot_व_द_श_13.txt,ai
hindi,gemini_2_5_flash,zero-shot,स_शल,2,hindi_gemini_2_5_flash_zero-shot_स_शल_2.txt,articles_today/hindi_gemini_2_5_flash_zero-shot_स_शल_2.txt,ai
hindi,gemini_2_5_flash,zero-shot,मन_र_जन,2,hindi_gemini_2_5_flash_zero-shot_मन_र_जन_2.txt,articles_today/hindi_gemini_2_5_flash_zero-shot_मन_र_जन_2.txt,ai
hindi,gemini_2_5_flash,zero-shot,व_द_श,5,hindi_gemini_2_5_flash_zero-shot_व_द_श_5.txt,articles_today/hindi_gemini_2_5_flash_zero-shot_व_द_श_5.txt,ai
hindi,gemini_2_5_flash,zero-shot,व_ज_ञ_न,6,hindi_gemini_2_5_flash_zero-shot_व_ज_ञ_न_6.txt,articles_today/hindi_gemini_2_5_flash_zero-shot_व_ज_ञ_न_6.txt,ai
