uid,language,model,prompting_technique,category,path,text_sha1,rewrite_provider,rewrite_model,n_rewrites,edit_ratio_min,raidar_score,error
34,bangla,gemini_2_5_flash,zero-shot,bangladesh,articles_today/bangla_gemini_2_5_flash_zero-shot_bangladesh_34.txt,2869f17daff9d57d0704d97422fbdc30f242746a,openai,gpt-4o-mini,1,0.10732054015636106,0.892679459843639,
4,bangla,gemini_2_5_flash,zero-shot,bangladesh,articles_today/bangla_gemini_2_5_flash_zero-shot_bangladesh_4.txt,1a9b376a1da00914b0d78ded2a6e53822f201467,openai,gpt-4o-mini,1,0.08619685497961561,0.9138031450203844,
5,bangla,gemini_2_5_flash,zero-shot,sports,articles_today/bangla_gemini_2_5_flash_zero-shot_sports_5.txt,61812475aa7a162c6f6ea286a6d41fc9ffe0d1e3,openai,gpt-4o-mini,1,0.11318482841661649,0.8868151715833835,
5,bangla,gemini_2_5_flash,zero-shot,international,articles_today/bangla_gemini_2_5_flash_zero-shot_international_5.txt,ee6f4fca12c0048f5f496523196ff850b8b23956,openai,gpt-4o-mini,1,0.20527306967984935,0.7947269303201506,
1,bangla,gemini_2_5_pro,zero-shot,economy,articles_today/bangla_gemini_2_5_pro_zero-shot_economy_1.txt,11748a2b38aed0951873edb386e9e805c0c6078d,openai,gpt-4o-mini,1,0.08922305764411027,0.9107769423558897,
15,bangla,gemini_2_5_pro,zero-shot,bangladesh,articles_today/bangla_gemini_2_5_pro_zero-shot_bangladesh_15.txt,4b33e46351098a238b73353c83f91bf12b12e225,openai,gpt-4o-mini,1,0.13810741687979539,0.8618925831202047,
16,bangla,gemini_2_5_pro,zero-shot,bangladesh,articles_today/bangla_gemini_2_5_pro_zero-shot_bangladesh_16.txt,2474d546a0758faec770c3fc4e4ac1cb2b2fb0d7,openai,gpt-4o-mini,1,0.09521061742642815,0.9047893825735719,
2,bangla,gemini_2_5_pro,zero-shot,opinion,articles_today/bangla_gemini_2_5_pro_zero-shot_opinion_2.txt,c893179563b066038e16c126b96f1f201c259bbd,openai,gpt-4o-mini,1,0.1154132539091586,0.8845867460908414,
2,bangla,gemini_2_5_pro,zero-shot,sports,articles_today/bangla_gemini_2_5_pro_zero-shot_sports_2.txt,3ae04710a8b431e34bbe87d04edb3c24a79e493d,openai,gpt-4o-mini,1,0.17065868263473055,0.8293413173652695,
2,bangla,gemini_2_5_pro,zero-shot,bangladesh,articles_today/bangla_gemini_2_5_pro_zero-shot_bangladesh_2.txt,c2e5e9eefd15e76518505c0cfd44031dc018c846,openai,gpt-4o-mini,1,0.24069478908188585,0.7593052109181142,
30,bangla,gemini_2_5_pro,zero-shot,bangladesh,articles_today/bangla_gemini_2_5_pro_zero-shot_bangladesh_30.txt,aa0ebc1bbad263799ba79fa91269fabac3a559c7,openai,gpt-4o-mini,1,0.18933333333333333,0.8106666666666666,
32,bangla,gemini_2_5_pro,zero-shot,bangladesh,articles_today/bangla_gemini_2_5_pro_zero-shot_bangladesh_32.txt,56197ec45c0de82f45efc2d93b0691b901d725a5,openai,gpt-4o-mini,1,0.08879184861717612,0.9112081513828238,
33,bangla,gemini_2_5_pro,zero-shot,bangladesh,articles_today/bangla_gemini_2_5_pro_zero-shot_bangladesh_33.txt,732f6efd5b3f97a3a1de27e713c2654d164f96c8,openai,gpt-4o-mini,1,0.11458333333333333,0.8854166666666666,
5,bangla,gemini_2_5_pro,zero-shot,sports,articles_today/bangla_gemini_2_5_pro_zero-shot_sports_5.txt,0ac1fd9e319679d222454e67ed945440a791c787,openai,gpt-4o-mini,1,0.09816971713810316,0.9018302828618968,
1,bangla,gemma_3_12b_it,zero-shot,sports,articles_today/bangla_gemma_3_12b_it_zero-shot_sports_1.txt,7dcb2c08dd33219316c8ceedc6e6c4fc2b99af31,openai,gpt-4o-mini,1,0.16389891696750902,0.836101083032491,
1,bangla,gemma_3_12b_it,zero-shot,opinion,articles_today/bangla_gemma_3_12b_it_zero-shot_opinion_1.txt,8e2335bcd18090c4ceda533ac5d0d9b4d0eb9443,openai,gpt-4o-mini,1,0.10732984293193717,0.8926701570680629,
16,bangla,gemma_3_12b_it,zero-shot,bangladesh,articles_today/bangla_gemma_3_12b_it_zero-shot_bangladesh_16.txt,a5e2b7c9e332d40c8314ee8fba538b04ffeb0651,openai,gpt-4o-mini,1,0.1236125126135217,0.8763874873864783,
2,bangla,gemma_3_12b_it,zero-shot,entertainment,articles_today/bangla_gemma_3_12b_it_zero-shot_entertainment_2.txt,c97ee3c5bead39d8bcbd4fdb2ab972ecd402cd8b,openai,gpt-4o-mini,1,0.041666666666666664,0.9583333333333334,
21,bangla,gemma_3_12b_it,zero-shot,bangladesh,articles_today/bangla_gemma_3_12b_it_zero-shot_bangladesh_21.txt,63b54f23dbf25484c6d8db3eff32d188c4716fbe,openai,gpt-4o-mini,1,0.10559495665878645,0.8944050433412135,
25,bangla,gemma_3_12b_it,zero-shot,bangladesh,articles_today/bangla_gemma_3_12b_it_zero-shot_bangladesh_25.txt,e7c8a0911d70d442637375a3cca87137a9c46dde,openai,gpt-4o-mini,1,0.12363834422657952,0.8763616557734205,
27,bangla,gemma_3_12b_it,zero-shot,bangladesh,articles_today/bangla_gemma_3_12b_it_zero-shot_bangladesh_27.txt,3eb36e1b4660222c89a2e93f7775e171b0d96bc2,openai,gpt-4o-mini,1,0.11921708185053381,0.8807829181494662,
3,bangla,gemma_3_12b_it,zero-shot,international,articles_today/bangla_gemma_3_12b_it_zero-shot_international_3.txt,fa6881dde4b4ab4a4c40e2d85bc7bd4538eef485,openai,gpt-4o-mini,1,0.19299610894941635,0.8070038910505837,
3,bangla,gemma_3_12b_it,zero-shot,sports,articles_today/bangla_gemma_3_12b_it_zero-shot_sports_3.txt,993e21766b94103fc6a3607fccaa4a37f9042b79,openai,gpt-4o-mini,1,0.1088348271446863,0.8911651728553137,
34,bangla,gemma_3_12b_it,zero-shot,bangladesh,articles_today/bangla_gemma_3_12b_it_zero-shot_bangladesh_34.txt,b9e53bc4e3c90e43e7bb6952a46398f26e109643,openai,gpt-4o-mini,1,0.15955882352941175,0.8404411764705882,
02174,bangla,gpt_4o,zero-shot,bangladesh,articles_today/bangla_gpt_4o_zero-shot_bangladesh_02174.txt,06db22c707d8bd404c4a47d42033c540556ee5af,openai,gpt-4o-mini,1,0.19863013698630136,0.8013698630136986,
02207,bangla,gpt_4o,zero-shot,bangladesh,articles_today/bangla_gpt_4o_zero-shot_bangladesh_02207.txt,13c1c592fe5375bf83595a5aa71721983aa8a809,openai,gpt-4o-mini,1,0.0946058091286307,0.9053941908713693,
02759,bangla,gpt_4o,zero-shot,entertainment,articles_today/bangla_gpt_4o_zero-shot_entertainment_02759.txt,7b64fbc707f3564c07e57c4b14b45919e18ba875,openai,gpt-4o-mini,1,0.2575,0.7424999999999999,
03197,bangla,gpt_4o,zero-shot,bangladesh,articles_today/bangla_gpt_4o_zero-shot_bangladesh_03197.txt,8f4997cbf2061b43663c9fc1d9e614b6161a3fef,openai,gpt-4o-mini,1,0.1453287197231834,0.8546712802768166,
03282,bangla,gpt_4o,zero-shot,entertainment,articles_today/bangla_gpt_4o_zero-shot_entertainment_03282.txt,047870c1cc1b6dc6efa8eb5f5ec1b66207ae25b3,openai,gpt-4o-mini,1,0.09299191374663072,0.9070080862533693,
03447,bangla,gpt_4o,zero-shot,bangladesh,articles_today/bangla_gpt_4o_zero-shot_bangladesh_03447.txt,43819598a7a4c8f8b2ea4cde38fb5baaf8c816dd,openai,gpt-4o-mini,1,0.15587188612099645,0.8441281138790035,
04344,bangla,gpt_4o,zero-shot,bangladesh,articles_today/bangla_gpt_4o_zero-shot_bangladesh_04344.txt,a4b45293ec045406e5e3d4e93bd283fbf4f24093,openai,gpt-4o-mini,1,0.11534968210717529,0.8846503178928247,
04853,bangla,gpt_4o,zero-shot,bangladesh,articles_today/bangla_gpt_4o_zero-shot_bangladesh_04853.txt,3bc51819a4f6e954af4cf9c65c52faa0dd7bddbb,openai,gpt-4o-mini,1,0.1267123287671233,0.8732876712328768,
06466,bangla,gpt_4o,zero-shot,sports,articles_today/bangla_gpt_4o_zero-shot_sports_06466.txt,1460a5a8449a040afaeeac7b6055463237618b6b,openai,gpt-4o-mini,1,0.17068811438784628,0.8293118856121537,
06693,bangla,gpt_4o,zero-shot,economy,articles_today/bangla_gpt_4o_zero-shot_economy_06693.txt,71ccfb832438ff496d3540bf1bee06e25796efc6,openai,gpt-4o-mini,1,0.08991825613079019,0.9100817438692098,
00174,bangla,mistralai_Mistral_7B_Instruct_v0_2,zero-shot,sports,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_zero-shot_sports_00174.txt,87e88c887deb46aa015527a3008b79662ab31a0b,openai,gpt-4o-mini,1,0.6477931341952742,0.3522068658047258,
00228,bangla,mistralai_Mistral_7B_Instruct_v0_2,zero-shot,bangladesh,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_zero-shot_bangladesh_00228.txt,3f59838ed50714c91423abd70f50d7bdafbf8894,openai,gpt-4o-mini,1,0.36687751581368605,0.6331224841863139,
02255,bangla,mistralai_Mistral_7B_Instruct_v0_2,zero-shot,bangladesh,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_zero-shot_bangladesh_02255.txt,d46a397a149845602d18851f9ea18a01d46fec1c,openai,gpt-4o-mini,1,0.39578630549285176,0.6042136945071482,
03053,bangla,mistralai_Mistral_7B_Instruct_v0_2,zero-shot,entertainment,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_zero-shot_entertainment_03053.txt,7baad5ee3d56aabc68c76d4ed2f4c9f7beb7cf96,openai,gpt-4o-mini,1,0.4671592775041051,0.5328407224958949,
04957,bangla,mistralai_Mistral_7B_Instruct_v0_2,zero-shot,sports,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_zero-shot_sports_04957.txt,7129201c6feb7091ceddcc69ca8f868b470dd212,openai,gpt-4o-mini,1,0.39940298507462685,0.6005970149253732,
05496,bangla,mistralai_Mistral_7B_Instruct_v0_2,zero-shot,bangladesh,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_zero-shot_bangladesh_05496.txt,3ecb67728d20fbc1d97e3035cc4e3b8fd0496494,openai,gpt-4o-mini,1,0.44140127388535033,0.5585987261146497,
05879,bangla,mistralai_Mistral_7B_Instruct_v0_2,zero-shot,bangladesh,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_zero-shot_bangladesh_05879.txt,f71fa37e647c3d34b3e63d91c05900a786ec452d,openai,gpt-4o-mini,1,0.37888198757763975,0.6211180124223603,
06444,bangla,mistralai_Mistral_7B_Instruct_v0_2,zero-shot,bangladesh,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_zero-shot_bangladesh_06444.txt,7dbbb3c7002ac697b4d6857ee689cbb050c8f311,openai,gpt-4o-mini,1,0.35927442949093036,0.6407255705090696,
1,bangla,mistralai_Mistral_7B_Instruct_v0_2,zero-shot,international,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_zero-shot_international_1.txt,bde8d3aa50d4c081ce2e0fb0a54e074a1e56d49d,openai,gpt-4o-mini,1,0.5314625850340136,0.46853741496598644,
6,bangla,mistralai_Mistral_7B_Instruct_v0_2,zero-shot,sports,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_zero-shot_sports_6.txt,30935e4969acae5e4e52f22869ad1b42dca588eb,openai,gpt-4o-mini,1,0.4785238959467635,0.5214761040532365,
1,hindi,gemini_2_5_flash,chain-of-thought,मन_र_जन,articles_today/hindi_gemini_2_5_flash_chain-of-thought_मन_र_जन_1.txt,9d34d1f7d62f575320ab8bf4ac32b4bbe08f3e7d,openai,gpt-4o-mini,1,0.08409173643975246,0.9159082635602476,
10,hindi,gemini_2_5_flash,chain-of-thought,व_ज_ञ_न,articles_today/hindi_gemini_2_5_flash_chain-of-thought_व_ज_ञ_न_10.txt,308d1ad35a0301e7aad0cdf18eb7581a6c2c8894,openai,gpt-4o-mini,1,0.07740398928252457,0.9225960107174754,
2,hindi,gemini_2_5_flash,chain-of-thought,व_द_श,articles_today/hindi_gemini_2_5_flash_chain-of-thought_व_द_श_2.txt,c996d5ac55f1d0a19e83dab90a43ccd4e065147e,openai,gpt-4o-mini,1,0.041916167664670656,0.9580838323353293,
4,hindi,gemini_2_5_flash,chain-of-thought,व_ज_ञ_न,articles_today/hindi_gemini_2_5_flash_chain-of-thought_व_ज_ञ_न_4.txt,fa5d3f5e88c43a0b04d3c291742f73139a9a25c1,openai,gpt-4o-mini,1,0.06515957446808511,0.9348404255319149,
6,hindi,gemini_2_5_flash,chain-of-thought,व_द_श,articles_today/hindi_gemini_2_5_flash_chain-of-thought_व_द_श_6.txt,4d93a324a6afb077ebb0bdc2e64e3321ce149440,openai,gpt-4o-mini,1,0.12201476335214936,0.8779852366478507,
6,hindi,gemini_2_5_flash,chain-of-thought,ख_ल,articles_today/hindi_gemini_2_5_flash_chain-of-thought_ख_ल_6.txt,1764355bef234a35884b4af69a3660f5fb93c377,openai,gpt-4o-mini,1,0.10316946959896507,0.8968305304010349,
7,hindi,gemini_2_5_flash,chain-of-thought,भ_रत,articles_today/hindi_gemini_2_5_flash_chain-of-thought_भ_रत_7.txt,6ada33acbff4be6310b9c58729b7f463369b0bb6,openai,gpt-4o-mini,1,0.10556701030927836,0.8944329896907216,
8,hindi,gemini_2_5_flash,chain-of-thought,व_द_श,articles_today/hindi_gemini_2_5_flash_chain-of-thought_व_द_श_8.txt,e972008898e7ffdf0030b2f513266b5fec2cf735,openai,gpt-4o-mini,1,0.10891647855530474,0.8910835214446953,
8,hindi,gemini_2_5_flash,chain-of-thought,ख_ल,articles_today/hindi_gemini_2_5_flash_chain-of-thought_ख_ल_8.txt,550907c1f4ae8e2121f99a79a380e1e0420a4409,openai,gpt-4o-mini,1,0.1388499298737728,0.8611500701262272,
9,hindi,gemini_2_5_flash,chain-of-thought,व_द_श,articles_today/hindi_gemini_2_5_flash_chain-of-thought_व_द_श_9.txt,a8915ec156455079c66229707c7b7da318484100,openai,gpt-4o-mini,1,0.04079568442346595,0.9592043155765341,
11,hindi,gemini_2_5_pro,chain-of-thought,व_ज_ञ_न,articles_today/hindi_gemini_2_5_pro_chain-of-thought_व_ज_ञ_न_11.txt,2fe7d5db777334dfa4b39fd46d29acb57b8ee3d3,openai,gpt-4o-mini,1,0.20557740436181624,0.7944225956381837,
12,hindi,gemini_2_5_pro,chain-of-thought,भ_रत,articles_today/hindi_gemini_2_5_pro_chain-of-thought_भ_रत_12.txt,261c4d817782e8475da34e05e1fcd9b79fe6a69e,openai,gpt-4o-mini,1,0.14391325776244454,0.8560867422375554,
2,hindi,gemini_2_5_pro,chain-of-thought,व_द_श,articles_today/hindi_gemini_2_5_pro_chain-of-thought_व_द_श_2.txt,b5299686c4ebd5767213a5dec528c6f69c595730,openai,gpt-4o-mini,1,0.06748726655348047,0.9325127334465195,
3,hindi,gemini_2_5_pro,chain-of-thought,स_शल,articles_today/hindi_gemini_2_5_pro_chain-of-thought_स_शल_3.txt,a7a015636a991b3b3e60b96d083f6d2bb82300cf,openai,gpt-4o-mini,1,0.10795847750865052,0.8920415224913495,
3,hindi,gemini_2_5_pro,chain-of-thought,व_ज_ञ_न,articles_today/hindi_gemini_2_5_pro_chain-of-thought_व_ज_ञ_न_3.txt,6ed0b1c47902465527cb974979a0ab1da05f5505,openai,gpt-4o-mini,1,0.13666121112929625,0.8633387888707038,
7,hindi,gemini_2_5_pro,chain-of-thought,ख_ल,articles_today/hindi_gemini_2_5_pro_chain-of-thought_ख_ल_7.txt,1f6ea85931597248c74496e53b578d83c43e79c6,openai,gpt-4o-mini,1,0.08233333333333333,0.9176666666666666,
7,hindi,gemini_2_5_pro,chain-of-thought,व_ज_ञ_न,articles_today/hindi_gemini_2_5_pro_chain-of-thought_व_ज_ञ_न_7.txt,fc3e7fdb21d444f2dba7b468b035a4f60ad20d9e,openai,gpt-4o-mini,1,0.1598976654940838,0.8401023345059162,
7,hindi,gemini_2_5_pro,chain-of-thought,भ_रत,articles_today/hindi_gemini_2_5_pro_chain-of-thought_भ_रत_7.txt,b4b7c153b88d9e78c46f4a31500338ac4a583350,openai,gpt-4o-mini,1,0.1385176184690158,0.8614823815309842,
8,hindi,gemini_2_5_pro,chain-of-thought,व_ज_ञ_न,articles_today/hindi_gemini_2_5_pro_chain-of-thought_व_ज_ञ_न_8.txt,f2deb00440b62c8eefa823a91b3dd6f13bd82dd4,openai,gpt-4o-mini,1,0.14993351063829788,0.8500664893617021,
8,hindi,gemini_2_5_pro,chain-of-thought,भ_रत,articles_today/hindi_gemini_2_5_pro_chain-of-thought_भ_रत_8.txt,9c9c9435053bde83e5285cb8636bc031921f035e,openai,gpt-4o-mini,1,0.09019607843137255,0.9098039215686274,
1,hindi,gemma_3_12b_it,chain-of-thought,मन_र_जन,articles_today/hindi_gemma_3_12b_it_chain-of-thought_मन_र_जन_1.txt,e298c13dc99f17926e826823af68016e4762bd47,openai,gpt-4o-mini,1,0.10788863109048724,0.8921113689095128,
2,hindi,gemma_3_12b_it,chain-of-thought,व_द_श,articles_today/hindi_gemma_3_12b_it_chain-of-thought_व_द_श_2.txt,7cd9d66f2009137e0f309423295c0b62a98b6db1,openai,gpt-4o-mini,1,0.0947935368043088,0.9052064631956912,
2,hindi,gemma_3_12b_it,chain-of-thought,स_शल,articles_today/hindi_gemma_3_12b_it_chain-of-thought_स_शल_2.txt,a6fe60373affa5450a47b38fde86d2c5c24e5047,openai,gpt-4o-mini,1,0.09656652360515021,0.9034334763948498,
4,hindi,gemma_3_12b_it,chain-of-thought,भ_रत,articles_today/hindi_gemma_3_12b_it_chain-of-thought_भ_रत_4.txt,2f0beeb38c526f686d0ff4c44e6fc50d12571ab1,openai,gpt-4o-mini,1,0.1451036454610436,0.8548963545389564,
4,hindi,gemma_3_12b_it,chain-of-thought,स_शल,articles_today/hindi_gemma_3_12b_it_chain-of-thought_स_शल_4.txt,fdf520879bf55f511f156a10fc6a453e121ae7d5,openai,gpt-4o-mini,1,0.1273603856970671,0.8726396143029329,
5,hindi,gemma_3_12b_it,chain-of-thought,मन_र_जन,articles_today/hindi_gemma_3_12b_it_chain-of-thought_मन_र_जन_5.txt,bea8760cc5e842e86240e48b3e6bd64cd2505187,openai,gpt-4o-mini,1,0.1701161029782938,0.8298838970217062,
5,hindi,gemma_3_12b_it,chain-of-thought,ख_ल,articles_today/hindi_gemma_3_12b_it_chain-of-thought_ख_ल_5.txt,f2de5276b6fd3a58cc8fbf1fe9812659234b39d4,openai,gpt-4o-mini,1,0.04637020144431775,0.9536297985556823,
6,hindi,gemma_3_12b_it,chain-of-thought,ख_ल,articles_today/hindi_gemma_3_12b_it_chain-of-thought_ख_ल_6.txt,656e2fa2cf604ac09aac49e04f9ea621dba43e9b,openai,gpt-4o-mini,1,0.08192090395480225,0.9180790960451978,
6,hindi,gemma_3_12b_it,chain-of-thought,व_ज_ञ_न,articles_today/hindi_gemma_3_12b_it_chain-of-thought_व_ज_ञ_न_6.txt,6a7d3c8ed8e6d8471456e5ed5c10a1a70ca35d05,openai,gpt-4o-mini,1,0.12345679012345678,0.8765432098765432,
9,hindi,gemma_3_12b_it,chain-of-thought,ख_ल,articles_today/hindi_gemma_3_12b_it_chain-of-thought_ख_ल_9.txt,4cb6bec820b6b1b1fa67af88d93857dd7206f5f6,openai,gpt-4o-mini,1,0.10835694050991501,0.891643059490085,
01680,hindi,gpt_4o,chain-of-thought,व_ज_ञ_न,articles_today/hindi_gpt_4o_chain-of-thought_व_ज_ञ_न_01680.txt,09b9c2abdb64aa736733a068aa0c4545a8f0fbd3,openai,gpt-4o-mini,1,0.0784743533537922,0.9215256466462078,
02048,hindi,gpt_4o,chain-of-thought,व_द_श,articles_today/hindi_gpt_4o_chain-of-thought_व_द_श_02048.txt,44fc34837bafcc9f40f6cc55849b5df2a4123e9d,openai,gpt-4o-mini,1,0.07702888583218707,0.922971114167813,
02650,hindi,gpt_4o,chain-of-thought,मन_र_जन,articles_today/hindi_gpt_4o_chain-of-thought_मन_र_जन_02650.txt,28aeadcdfde553e6ff34647cb373d7b8f19c8c9d,openai,gpt-4o-mini,1,0.1643002028397566,0.8356997971602433,
02975,hindi,gpt_4o,chain-of-thought,व_ज_ञ_न,articles_today/hindi_gpt_4o_chain-of-thought_व_ज_ञ_न_02975.txt,39b3809d5298e77480eae21afc86c6af15992251,openai,gpt-4o-mini,1,0.1038961038961039,0.8961038961038961,
03683,hindi,gpt_4o,chain-of-thought,भ_रत,articles_today/hindi_gpt_4o_chain-of-thought_भ_रत_03683.txt,4dff20d8b802ac2b56a40cebef4fab48ea19533c,openai,gpt-4o-mini,1,0.09183673469387756,0.9081632653061225,
03896,hindi,gpt_4o,chain-of-thought,व_द_श,articles_today/hindi_gpt_4o_chain-of-thought_व_द_श_03896.txt,f832da4fcf943449e57e990d765637922e7aee7d,openai,gpt-4o-mini,1,0.05471478463329453,0.9452852153667055,
06501,hindi,gpt_4o,chain-of-thought,व_द_श,articles_today/hindi_gpt_4o_chain-of-thought_व_द_श_06501.txt,c571f3b6af4decf03e76d5b6591698f36acbd57a,openai,gpt-4o-mini,1,0.16858006042296073,0.8314199395770393,
10,hindi,gpt_4o,chain-of-thought,भ_रत,articles_today/hindi_gpt_4o_chain-of-thought_भ_रत_10.txt,45edcf557ca3fdbc1a84969c97e57af51a029d98,openai,gpt-4o-mini,1,0.08691588785046729,0.9130841121495327,
11,hindi,gpt_4o,chain-of-thought,ख_ल,articles_today/hindi_gpt_4o_chain-of-thought_ख_ल_11.txt,5c91e1f29288141cf0696fb19ced6935ce0283c4,openai,gpt-4o-mini,1,0.12264150943396226,0.8773584905660378,
4,hindi,gpt_4o,chain-of-thought,व_ज_ञ_न,articles_today/hindi_gpt_4o_chain-of-thought_व_ज_ञ_न_4.txt,b7250dcb9f386ed066e647239b5af625ace951c0,openai,gpt-4o-mini,1,0.10996724379971923,0.8900327562002808,
00597,hindi,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,व_ज_ञ_न,articles_today/hindi_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_व_ज_ञ_न_00597.txt,02ea13b8beb298ec0dd8f856f76704e287cd00c3,openai,gpt-4o-mini,1,0.5586924219910847,0.4413075780089153,
02077,hindi,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,भ_रत,articles_today/hindi_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_भ_रत_02077.txt,6e0f0b9df88c2c962333f1fb2ab02fe955aaa066,openai,gpt-4o-mini,1,0.568646080760095,0.43135391923990496,
02622,hindi,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,ख_ल,articles_today/hindi_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_ख_ल_02622.txt,38ae768ab6f9e25d6b4b01ac9eabc9fed959e887,openai,gpt-4o-mini,1,0.5574282147315855,0.44257178526841445,
02702,hindi,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,व_ज_ञ_न,articles_today/hindi_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_व_ज_ञ_न_02702.txt,3802b7c50e619f649eb59e351c87dd43fc77a23c,openai,gpt-4o-mini,1,0.4216101694915254,0.5783898305084746,
02865,hindi,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,व_ज_ञ_न,articles_today/hindi_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_व_ज_ञ_न_02865.txt,fd7aef619c42767d861dc9645957340e86235b78,openai,gpt-4o-mini,1,0.29980276134122286,0.7001972386587771,
03014,hindi,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,स_शल,articles_today/hindi_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_स_शल_03014.txt,6eb2e6dd31afb363d9e52779e945c85bb51c98c0,openai,gpt-4o-mini,1,0.425244177310293,0.5747558226897069,
03285,hindi,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,व_द_श,articles_today/hindi_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_व_द_श_03285.txt,6e795e4e1ca64d74244afaeb7218792340933335,openai,gpt-4o-mini,1,0.4629948364888124,0.5370051635111877,
03476,hindi,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,ख_ल,articles_today/hindi_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_ख_ल_03476.txt,b2bbcf91545bfd65c85b34b15c186de1825ee4f0,openai,gpt-4o-mini,1,0.5531914893617021,0.44680851063829785,
05824,hindi,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,ख_ल,articles_today/hindi_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_ख_ल_05824.txt,dd5c1cbb43f8c174b3840fde7209464af2c31fb5,openai,gpt-4o-mini,1,0.38802296964725186,0.6119770303527481,
06972,hindi,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,व_ज_ञ_न,articles_today/hindi_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_व_ज_ञ_न_06972.txt,a3a3943cc7dcd0fdda692ded7be9b9efdeab547d,openai,gpt-4o-mini,1,0.5091103965702036,0.4908896034297964,
1,hindi,gemini_2_5_flash,few-shot,मन_र_जन,articles_today/hindi_gemini_2_5_flash_few-shot_मन_र_जन_1.txt,7b4048012b268b325830a82cfd3ec018192edc52,openai,gpt-4o-mini,1,0.09028511087645195,0.909714889123548,
10,hindi,gemini_2_5_flash,few-shot,ख_ल,articles_today/hindi_gemini_2_5_flash_few-shot_ख_ल_10.txt,45d18749f85aede3bdf1025789fe4955cae6862f,openai,gpt-4o-mini,1,0.12106730386300278,0.8789326961369972,
11,hindi,gemini_2_5_flash,few-shot,व_द_श,articles_today/hindi_gemini_2_5_flash_few-shot_व_द_श_11.txt,5aaad2ad5e00709ff43076dc960ced8c441f0d1d,openai,gpt-4o-mini,1,0.33175355450236965,0.6682464454976303,
12,hindi,gemini_2_5_flash,few-shot,व_ज_ञ_न,articles_today/hindi_gemini_2_5_flash_few-shot_व_ज_ञ_न_12.txt,f9c0be0834386fa97ae5e03aa01e58589edded91,openai,gpt-4o-mini,1,0.17351443123938878,0.8264855687606112,
2,hindi,gemini_2_5_flash,few-shot,व_ज_ञ_न,articles_today/hindi_gemini_2_5_flash_few-shot_व_ज_ञ_न_2.txt,b73aac1645e3fb8df7b4dc53233e973a454f7133,openai,gpt-4o-mini,1,0.10596330275229358,0.8940366972477064,
4,hindi,gemini_2_5_flash,few-shot,व_द_श,articles_today/hindi_gemini_2_5_flash_few-shot_व_द_श_4.txt,d9e77e4cddd38cf1ca92d76e880490e1dcdfd2c5,openai,gpt-4o-mini,1,0.1615819209039548,0.8384180790960452,
5,hindi,gemini_2_5_flash,few-shot,व_द_श,articles_today/hindi_gemini_2_5_flash_few-shot_व_द_श_5.txt,aa66a5a6b7c11148b5f3af94df70f08f59b826aa,openai,gpt-4o-mini,1,0.08925476603119584,0.9107452339688041,
7,hindi,gemini_2_5_flash,few-shot,व_द_श,articles_today/hindi_gemini_2_5_flash_few-shot_व_द_श_7.txt,91b5bad1e3affd05e4e57bfd800f1f3f3ac14d55,openai,gpt-4o-mini,1,0.1047658175842235,0.8952341824157765,
9,hindi,gemini_2_5_flash,few-shot,भ_रत,articles_today/hindi_gemini_2_5_flash_few-shot_भ_रत_9.txt,a1bd7ee1175ddffb836c9f4513091b01baf69aea,openai,gpt-4o-mini,1,0.08573106283029946,0.9142689371697006,
9,hindi,gemini_2_5_flash,few-shot,ख_ल,articles_today/hindi_gemini_2_5_flash_few-shot_ख_ल_9.txt,4d12b4c0476e294b0560a82f5a1fa5e281bc53ec,openai,gpt-4o-mini,1,0.10699152542372882,0.8930084745762712,
